t,coarse_assemble,helmholtz_assemble,coarse_solve,helmholtz_solve,ind_calc,ind_assemble,ind_solve ,Helmholtz w/CG,,
t,coarse_assemble,helmholtz_assemble,coarse_solve,helmholtz_solve,ind_calc,ind_assemble,ind_solve ,Helmholtz w/CG,,
0.001,0.344264984131,0.291650056839,0.797440052032,0.276948928833,1.67325186729,0.442451000214,3.46621894836,Coarse w/GMRES,,
0.002,0.344264984131,0.291650056839,0.815480947495,0.277493953705,1.65475487709,0.448308944702,3.86388611794,,,
0.003,0.344264984131,0.291650056839,0.863348960876,0.306634902954,1.65761590004,0.453557014465,3.5623998642,,,
0.004,0.344264984131,0.291650056839,0.81402015686,0.273301124573,1.65668702126,0.448239088058,3.70920705795,,,
0.005,0.344264984131,0.291650056839,0.810008049011,0.28298997879,1.65015888214,0.450671195984,3.47704291344,,,
0.006,0.344264984131,0.291650056839,0.814804077148,0.273319005966,1.65789294243,0.449455976486,3.48320603371,,,
0.007,0.344264984131,0.291650056839,0.82058095932,0.275920152664,1.65275597572,0.445714950562,3.68783092499,,,
0.008,0.344264984131,0.291650056839,0.833662986755,0.308632850647,1.71896386147,0.448625802994,3.72371387482,,,
0.009,0.344264984131,0.291650056839,0.91476392746,0.314265966415,1.72289514542,0.448360204697,3.7123169899,,,
0.01,0.344264984131,0.291650056839,0.827162981033,0.302727937698,1.71783900261,0.444431066513,3.72005009651,,,
t,coarse_assemble,helmholtz_assemble,coarse_solve,helmholtz_solve,ind_calc,ind_assemble,ind_solve ,,,
0.001,0.347166061401,0.27934885025,0.818587064743,0.274851799011,1.66865897179,0.443923950195,3.48651194572,,,
0.002,0.347166061401,0.27934885025,0.817009210587,0.281764030457,1.6555120945,0.454341888428,3.49343490601,,,
0.003,0.347166061401,0.27934885025,0.82457613945,0.2806661129,1.66407322884,0.450906991959,3.50559520721,,,
0.004,0.347166061401,0.27934885025,0.831845998764,0.288643121719,1.65712594986,0.459131002426,3.49016499519,,,
0.005,0.347166061401,0.27934885025,0.833598136902,0.280142068863,1.659719944,0.450001955032,3.50158691406,,,
0.006,0.347166061401,0.27934885025,0.824796199799,0.285943984985,1.65438699722,0.455933094025,3.49824094772,,,
0.007,0.347166061401,0.27934885025,0.813008069992,0.27540397644,1.66341400146,0.446871042252,3.6007361412,,,
0.008,0.347166061401,0.27934885025,0.858730077744,0.304704904556,1.725304842,0.451422929764,3.80520892143,,,
0.009,0.347166061401,0.27934885025,0.849716186523,0.305181980133,1.73031902313,0.452372789383,3.75346016884,,,
0.01,0.347166061401,0.27934885025,0.82323884964,0.306666851044,1.72428393364,0.436152935028,3.76916694641,,,
0.011,0.347166061401,0.27934885025,0.861924886703,0.310269117355,1.72950315475,0.449270963669,3.75432491302,,,
0.012,0.347166061401,0.27934885025,0.844915866852,0.311437129974,1.72110700607,0.446546077728,3.78932905197,,,
0.013,0.347166061401,0.27934885025,0.840620994568,0.325628042221,1.72707796097,0.443529129028,3.77340388298,,,
0.014,0.347166061401,0.27934885025,0.851051807404,0.306627035141,1.72507500648,0.449203014374,3.77316713333,,,
0.015,0.347166061401,0.27934885025,0.887126922607,0.30909204483,1.73193979263,0.44780087471,3.78715276718,,,
0.016,0.347166061401,0.27934885025,0.853271007538,0.304204940796,1.7228679657,0.44969201088,3.8090569973,,,
0.017,0.347166061401,0.27934885025,0.849098920822,0.317229986191,1.71778583527,0.45908498764,3.79161596298,,,
0.018,0.347166061401,0.27934885025,0.852576971054,0.308377981186,1.73302912712,0.43682718277,3.77809381485,,,
0.019,0.347166061401,0.27934885025,0.862804174423,0.306172132492,1.72047710419,0.434597015381,3.79094386101,,,
0.02,0.347166061401,0.27934885025,0.848658084869,0.305419921875,1.72570705414,0.435556173325,3.78663611412,,,
0.021,0.347166061401,0.27934885025,0.840278863907,0.309189796448,1.72430300713,0.439932107925,3.76888990402,,,
0.022,0.347166061401,0.27934885025,0.835075139999,0.303764104843,1.72340321541,0.433171033859,3.78616404533,,,
0.023,0.347166061401,0.27934885025,0.850246191025,0.306879043579,1.72339487076,0.434272050858,3.81045103073,,,
0.024,0.347166061401,0.27934885025,0.839939832687,0.311222791672,1.73225402832,0.436160087585,3.81872200966,,,
0.025,0.347166061401,0.27934885025,0.845551967621,0.30782699585,1.73175120354,0.44838809967,3.78327584267,,,
0.026,0.347166061401,0.27934885025,0.846525907516,0.308069944382,1.72352004051,0.436714887619,3.79776787758,,,
0.027,0.347166061401,0.27934885025,0.84960103035,0.307013988495,1.7292470932,0.434644937515,3.80016112328,,,
0.028,0.347166061401,0.27934885025,0.841099977493,0.312040090561,1.72983407974,0.434257030487,3.8050839901,,,
0.029,0.347166061401,0.27934885025,0.84787106514,0.307518005371,1.7250919342,0.433423995972,3.79445385933,,,
0.03,0.347166061401,0.27934885025,0.849185943604,0.312906980515,1.73252415657,0.433402061462,3.80087208748,,,
0.031,0.347166061401,0.27934885025,0.854630947113,0.30831193924,1.72444295883,0.434127807617,3.80025696754,,,
0.032,0.347166061401,0.27934885025,0.834750175476,0.312613964081,1.72529697418,0.433922052383,3.8380420208,,,
0.033,0.347166061401,0.27934885025,0.845540046692,0.308775186539,1.75250792503,0.439263820648,3.82436919212,,,
0.034,0.347166061401,0.27934885025,0.844086885452,0.307975053787,1.72754693031,0.433998823166,3.8086810112,,,
0.035,0.347166061401,0.27934885025,0.854789972305,0.307862997055,1.72753310204,0.435547113419,3.8342897892,,,
0.036,0.347166061401,0.27934885025,0.843707084656,0.315556049347,1.71983790398,0.442033052444,3.81126308441,,,
0.037,0.347166061401,0.27934885025,0.835582017899,0.309327840805,1.73249292374,0.441033124924,3.81994915009,,,
0.038,0.347166061401,0.27934885025,0.847105026245,0.308423995972,1.72521901131,0.433792829514,3.83285403252,,,
0.039,0.347166061401,0.27934885025,0.852246046066,0.309139966965,1.72833490372,0.43635392189,3.82058691978,,,
0.04,0.347166061401,0.27934885025,0.841447114944,0.316783905029,1.72948098183,0.435949087143,3.86051607132,,,
0.041,0.347166061401,0.27934885025,0.854876041412,0.309321165085,1.72628498077,0.448881864548,3.81720280647,,,
0.042,0.347166061401,0.27934885025,0.836599826813,0.308565855026,1.73069906235,0.437006950378,3.83128499985,,,
0.043,0.347166061401,0.27934885025,0.862509965897,0.317393064499,1.72104096413,0.445631980896,3.83306097984,,,
0.044,0.347166061401,0.27934885025,0.853919029236,0.311276912689,1.72878694534,0.441956996918,3.82712602615,,,
0.045,0.347166061401,0.27934885025,0.844221115112,0.309042215347,1.72378802299,0.456192970276,3.81893587112,,,
0.046,0.347166061401,0.27934885025,0.854426860809,0.310661077499,1.72884702682,0.446915864944,3.8311021328,,,
0.047,0.347166061401,0.27934885025,0.863050937653,0.30385684967,1.72418904305,0.446285009384,3.83434104919,,,
0.048,0.347166061401,0.27934885025,0.862055063248,0.308295965195,1.72852492332,0.437104940414,3.87411403656,,,
0.049,0.347166061401,0.27934885025,0.850335836411,0.325297117233,1.73060011864,0.452714920044,3.8441119194,,,
0.05,0.347166061401,0.27934885025,0.851785182953,0.303512096405,1.72280883789,0.433264017105,3.83094215393,,,
0.051,0.347166061401,0.27934885025,0.861280202866,0.309116840363,1.72634100914,0.449716091156,3.83065581322,,,
0.052,0.347166061401,0.27934885025,0.849282979965,0.304233074188,1.73486089706,0.437899827957,3.85016703606,,,
0.053,0.347166061401,0.27934885025,0.849812030792,0.30776309967,1.72979712486,0.448121070862,3.83289813995,,,
0.054,0.347166061401,0.27934885025,0.845082998276,0.30317902565,1.72621798515,0.452003955841,3.83100390434,,,
0.055,0.347166061401,0.27934885025,0.842367887497,0.304785013199,1.72432613373,0.449325084686,3.84478497505,,,
0.056,0.347166061401,0.27934885025,0.855170965195,0.304639101028,1.73754191399,0.455005884171,3.85291099548,,,
0.057,0.347166061401,0.27934885025,0.852247953415,0.308521032333,1.72964000702,0.450253009796,3.82887387276,,,
0.058,0.347166061401,0.27934885025,0.847347021103,0.32377409935,1.72641992569,0.459590911865,3.82510089874,,,
0.059,0.347166061401,0.27934885025,0.849422931671,0.307125806808,1.72728300095,0.450529098511,3.8389570713,,,
0.06,0.347166061401,0.27934885025,0.862962961197,0.309706926346,1.7289390564,0.447430849075,3.83872103691,,,
0.061,0.347166061401,0.27934885025,0.847079992294,0.307884931564,1.72864484787,0.435835838318,3.84613180161,,,
0.062,0.347166061401,0.27934885025,0.837131977081,0.319119930267,1.7186498642,0.452615976334,3.85596013069,,,
0.063,0.347166061401,0.27934885025,0.852663993835,0.310183048248,1.72548699379,0.435144901276,3.85690689087,,,
0.064,0.347166061401,0.27934885025,0.868616104126,0.311426877975,1.72438883781,0.444343090057,3.85623288155,,,
0.065,0.347166061401,0.27934885025,0.863168001175,0.354223012924,1.73452711105,0.435307979584,3.85473895073,,,
0.066,0.347166061401,0.27934885025,0.846755027771,0.310599803925,1.72432804108,0.444407939911,3.87965393066,,,
0.067,0.347166061401,0.27934885025,0.834857940674,0.319738864899,1.72015500069,0.446164131165,3.84645414352,,,
0.068,0.347166061401,0.27934885025,0.84080696106,0.305995941162,1.72745013237,0.445780992508,3.87045001984,,,
0.069,0.347166061401,0.27934885025,0.852385044098,0.30912899971,1.73380494118,0.44146490097,3.85845685005,,,
0.07,0.347166061401,0.27934885025,0.858716011047,0.307960987091,1.738697052,0.445584058762,3.88488388062,,,
0.071,0.347166061401,0.27934885025,0.840882062912,0.323643922806,1.71951699257,0.446081876755,3.85249996185,,,
0.072,0.347166061401,0.27934885025,0.840456008911,0.310096025467,1.72796106339,0.446745872498,3.86398887634,,,
0.073,0.347166061401,0.27934885025,0.84072303772,0.30787396431,1.72614407539,0.43418598175,3.87858009338,,,
0.074,0.347166061401,0.27934885025,0.85480594635,0.307267904282,1.72002601624,0.446855068207,3.88890814781,,,
0.075,0.347166061401,0.27934885025,0.848108053207,0.309880971909,1.732462883,0.433889865875,3.86435294151,,,
0.076,0.347166061401,0.27934885025,0.85289478302,0.308142900467,1.72790598869,0.45188498497,3.87295389175,,,
0.077,0.347166061401,0.27934885025,0.838466882706,0.308604001999,1.72782588005,0.436940908432,3.8766450882,,,
0.078,0.347166061401,0.27934885025,0.864352941513,0.308786869049,1.72335505486,0.435735940933,3.87851285934,,,
0.079,0.347166061401,0.27934885025,0.856565952301,0.311743974686,1.73175907135,0.4429500103,3.85193586349,,,
0.08,0.347166061401,0.27934885025,0.849528074265,0.324892997742,1.72142791748,0.447878837585,3.92233514786,,,
0.081,0.347166061401,0.27934885025,0.849195957184,0.307034015656,1.74607896805,0.441783189774,3.86715388298,,,
0.082,0.347166061401,0.27934885025,0.833480834961,0.305186033249,1.7285759449,0.444653987885,3.88359189034,,,
0.083,0.347166061401,0.27934885025,0.855757951736,0.310129165649,1.72465109825,0.437729120255,3.8855111599,,,
0.084,0.347166061401,0.27934885025,0.861457824707,0.305799007416,1.72438001633,0.436370134354,3.91944408417,,,
0.085,0.347166061401,0.27934885025,0.842489957809,0.321461200714,1.72349405289,0.440294981003,3.89288306236,,,
0.086,0.347166061401,0.27934885025,0.842679023743,0.308331012726,1.73991298676,0.454582929611,3.89193701744,,,
0.087,0.347166061401,0.27934885025,0.82908821106,0.305994987488,1.7393860817,0.437617063522,3.89449095726,,,
0.088,0.347166061401,0.27934885025,0.861917972565,0.306213140488,1.7329621315,0.441451072693,3.89158892632,,,
0.089,0.347166061401,0.27934885025,0.854778051376,0.30622792244,1.73194384575,0.440899848938,3.9017291069,,,
0.09,0.347166061401,0.27934885025,0.841114044189,0.319952011108,1.72891497612,0.437382936478,3.89636421204,,,
0.091,0.347166061401,0.27934885025,0.84272313118,0.306403875351,1.72983789444,0.440886974335,3.90561795235,,,
0.092,0.347166061401,0.27934885025,0.840434074402,0.307106018066,1.72954797745,0.434046030045,3.89561700821,,,
0.093,0.347166061401,0.27934885025,0.847304821014,0.310060977936,1.72562217712,0.433943033218,3.90075707436,,,
0.094,0.347166061401,0.27934885025,0.845547914505,0.307024002075,1.72934985161,0.45097899437,3.9040491581,,,
0.095,0.347166061401,0.27934885025,0.842132091522,0.313908100128,1.72791719437,0.442013025284,3.89701700211,,,
0.096,0.347166061401,0.27934885025,0.844726800919,0.307386159897,1.73380613327,0.457006931305,3.90297198296,,,
0.097,0.347166061401,0.27934885025,0.872756958008,0.306807041168,1.73217701912,0.436333179474,3.9068748951,,,
0.098,0.347166061401,0.27934885025,0.828905105591,0.307306051254,1.73609495163,0.44168305397,3.89618587494,,,
0.099,0.347166061401,0.27934885025,0.839419126511,0.306682109833,1.73799800873,0.444073915482,3.90497779846,,,
0.1,0.347166061401,0.27934885025,0.827776908875,0.306553840637,1.73159885406,0.442630052567,3.90240311623,,,
0.101,0.347166061401,0.27934885025,0.833450078964,0.307266950607,1.73409485817,0.451914787292,3.90371918678,,,
0.102,0.347166061401,0.27934885025,0.822247028351,0.30850815773,1.74061393738,0.44014787674,3.90260195732,,,
0.103,0.347166061401,0.27934885025,0.833620786667,0.309828996658,1.73302602768,0.441839933395,3.89426398277,,,
0.104,0.347166061401,0.27934885025,0.842876911163,0.305785894394,1.73579216003,0.441612958908,3.91299891472,,,
0.105,0.347166061401,0.27934885025,0.828959941864,0.306527137756,1.73513412476,0.442741155624,3.90806698799,,,
0.106,0.347166061401,0.27934885025,0.834406852722,0.306069850922,1.74187088013,0.448152065277,3.89326190948,,,
0.107,0.347166061401,0.27934885025,0.825200080872,0.308643102646,1.73967790604,0.441874980927,3.92781591415,,,
0.108,0.347166061401,0.27934885025,0.832278013229,0.309521913528,1.73941302299,0.439450025558,3.91863512993,,,
0.109,0.347166061401,0.27934885025,0.83592414856,0.307789087296,1.73470497131,0.442721843719,3.906427145,,,
0.11,0.347166061401,0.27934885025,0.827095985413,0.308516025543,1.73410391808,0.443372964859,3.90633106232,,,
0.111,0.347166061401,0.27934885025,0.830229997635,0.306231021881,1.73242688179,0.448246002197,3.93651819229,,,
0.112,0.347166061401,0.27934885025,0.821823120117,0.310313224792,1.73501896858,0.442233800888,3.94033503532,,,
0.113,0.347166061401,0.27934885025,0.828206062317,0.306755065918,1.73871397972,0.441758871078,3.90547609329,,,
0.114,0.347166061401,0.27934885025,0.836822986603,0.305325031281,1.73680996895,0.444016933441,3.91549110413,,,
0.115,0.347166061401,0.27934885025,0.841770172119,0.306278944016,1.73710203171,0.444011926651,3.91896009445,,,
0.116,0.347166061401,0.27934885025,0.83821105957,0.320433139801,1.72856092453,0.452019929886,3.92298197746,,,
0.117,0.347166061401,0.27934885025,0.821712017059,0.309122085571,1.73840498924,0.445343971252,3.8999068737,,,
0.118,0.347166061401,0.27934885025,0.826377868652,0.306009054184,1.73474884033,0.442492961884,3.91724801064,,,
0.119,0.347166061401,0.27934885025,0.839747905731,0.307978153229,1.74217915535,0.444406032562,3.94416499138,,,
0.12,0.347166061401,0.27934885025,0.84056186676,0.307074069977,1.73679900169,0.441998958588,4.29005002975,,,
0.121,0.347166061401,0.27934885025,0.842085838318,0.305734872818,1.73570203781,0.441189050674,3.91162610054,,,
0.122,0.347166061401,0.27934885025,0.819650888443,0.312316894531,1.73036885262,0.444281816483,3.93490505219,,,
0.123,0.347166061401,0.27934885025,0.830635070801,0.308782100677,1.74130105972,0.452080965042,3.91109514236,,,
0.124,0.347166061401,0.27934885025,0.824748039246,0.305625915527,1.74117612839,0.443851947784,3.91562199593,,,
0.125,0.347166061401,0.27934885025,0.844794988632,0.312474966049,1.73539686203,0.442849159241,3.91552710533,,,
0.126,0.347166061401,0.27934885025,0.844949007034,0.307045936584,1.7245259285,0.43624997139,3.9470281601,,,
0.127,0.347166061401,0.27934885025,0.825755119324,0.310430049896,1.72324204445,0.439920902252,3.96843791008,,,
0.128,0.347166061401,0.27934885025,0.826500892639,0.325256109238,1.77456092834,0.447165966034,3.95541286469,,,
0.129,0.347166061401,0.27934885025,0.832638025284,0.307259082794,1.72511005402,0.439189910889,3.93854284286,,,
0.13,0.347166061401,0.27934885025,0.837322950363,0.311924934387,1.73166918755,0.434228897095,3.9414229393,,,
0.131,0.347166061401,0.27934885025,0.841163873672,0.310874938965,1.72204303741,0.436276912689,3.94886302948,,,
0.132,0.347166061401,0.27934885025,0.834592819214,0.306250095367,1.73292088509,0.435111999512,3.94978713989,,,
0.133,0.347166061401,0.27934885025,0.830976009369,0.32031583786,1.72194504738,0.44370508194,3.94077920914,,,
0.134,0.347166061401,0.27934885025,0.830783843994,0.308539867401,1.74355697632,0.443069219589,3.93769097328,,,
0.135,0.347166061401,0.27934885025,0.834082126617,0.310000896454,1.72729301453,0.433940887451,3.94583106041,,,
0.136,0.347166061401,0.27934885025,0.841497898102,0.308648109436,1.72931694984,0.4384329319,3.94453597069,,,
0.137,0.347166061401,0.27934885025,0.837611198425,0.310420036316,1.72610187531,0.435257911682,3.94483494759,,,
0.138,0.347166061401,0.27934885025,0.831726074219,0.310257911682,1.72567915916,0.44579911232,3.9301879406,,,
0.139,0.347166061401,0.27934885025,0.831351041794,0.31001496315,1.72266793251,0.444830179214,3.92085814476,,,
0.14,0.347166061401,0.27934885025,0.839362859726,0.308635950089,1.72369909286,0.444802045822,3.93561005592,,,
0.141,0.347166061401,0.27934885025,0.838949918747,0.307274103165,1.73008298874,0.436590909958,3.93983387947,,,
0.142,0.347166061401,0.27934885025,0.844722986221,0.310593128204,1.72395014763,0.447751045227,4.00842785835,,,
0.143,0.347166061401,0.27934885025,0.840039014816,0.30973815918,1.73542714119,0.435256004333,4.06177306175,,,
0.144,0.347166061401,0.27934885025,0.833651065826,0.328732013702,1.73340797424,0.436457872391,3.95250701904,,,
0.145,0.347166061401,0.27934885025,0.829902887344,0.307126045227,1.72725296021,0.445414066315,3.944917202,,,
0.146,0.347166061401,0.27934885025,0.846014022827,0.309060811996,1.73322892189,0.446826934814,3.94434213638,,,
0.147,0.347166061401,0.27934885025,0.826245069504,0.303537845612,1.7289018631,0.43594789505,3.92739987373,,,
0.148,0.347166061401,0.27934885025,0.849044084549,0.306153059006,1.72853899002,0.448652029037,3.97479510307,,,
0.149,0.347166061401,0.27934885025,0.834818840027,0.311323881149,1.73092198372,0.442811012268,3.94942188263,,,
0.15,0.347166061401,0.27934885025,0.839756011963,0.327355861664,1.72994804382,0.458847999573,3.95632505417,,,
0.151,0.347166061401,0.27934885025,0.824013948441,0.305087804794,1.75419187546,0.44478392601,3.93638086319,,,
0.152,0.347166061401,0.27934885025,0.834925174713,0.308852910995,1.74371910095,0.453216075897,3.95198822021,,,
0.153,0.347166061401,0.27934885025,0.841739177704,0.309535980225,1.74023914337,0.44602894783,3.93961811066,,,
0.154,0.347166061401,0.27934885025,0.835381984711,0.307141065598,1.73952507973,0.455321073532,3.94781589508,,,
0.155,0.347166061401,0.27934885025,0.83857011795,0.31160402298,1.73668718338,0.455022096634,3.94479894638,,,
0.156,0.347166061401,0.27934885025,0.834203004837,0.323236942291,1.73541808128,0.462023019791,3.95586490631,,,
0.157,0.347166061401,0.27934885025,0.823459863663,0.305910110474,1.7325861454,0.460211038589,3.95424079895,,,
0.158,0.347166061401,0.27934885025,0.836455821991,0.307816982269,1.73705482483,0.450911045074,3.94840502739,,,
0.159,0.347166061401,0.27934885025,0.850734949112,0.313749074936,1.75409507751,0.450184106827,3.9842851162,,,
0.16,0.347166061401,0.27934885025,0.837574958801,0.307099103928,1.72725701332,0.445066928864,3.96220016479,,,
0.161,0.347166061401,0.27934885025,0.837444782257,0.308226108551,1.73046803474,0.448365926743,3.97243785858,,,
0.162,0.347166061401,0.27934885025,0.822078943253,0.318974971771,1.72257494926,0.453098058701,3.95954418182,,,
0.163,0.347166061401,0.27934885025,0.83060002327,0.305567026138,1.72544789314,0.482449054718,3.95323705673,,,
0.164,0.347166061401,0.27934885025,0.832349061966,0.306433916092,1.73232007027,0.446226119995,3.96959400177,,,
0.165,0.347166061401,0.27934885025,0.846246957779,0.313836097717,1.72915792465,0.452322006226,3.95706319809,,,
0.166,0.347166061401,0.27934885025,0.841292142868,0.310385942459,1.7346470356,0.449250936508,4.00725603104,,,
0.167,0.347166061401,0.27934885025,0.838896036148,0.312301158905,1.73289299011,0.455646038055,3.95921182632,,,
0.168,0.347166061401,0.27934885025,0.831070184708,0.320498943329,1.73132896423,0.456382036209,3.96169686317,,,
0.169,0.347166061401,0.27934885025,0.826750993729,0.308842897415,1.73721313477,0.464545965195,3.93950295448,,,
0.17,0.347166061401,0.27934885025,0.832252025604,0.305243015289,1.73575997353,0.454571962357,3.96392583847,,,
0.171,0.347166061401,0.27934885025,0.848433971405,0.308640003204,1.74505400658,0.45881485939,3.96761798859,,,
0.172,0.347166061401,0.27934885025,0.83678984642,0.307502031326,1.73349905014,0.457282066345,3.96201181412,,,
0.173,0.347166061401,0.27934885025,0.84494304657,0.310825109482,1.7369890213,0.457323074341,3.9918320179,,,
0.174,0.347166061401,0.27934885025,0.830222129822,0.314680814743,1.7443459034,0.457129955292,4.00121092796,,,
0.175,0.347166061401,0.27934885025,0.828454971313,0.320925951004,1.73416399956,0.462312936783,3.9951479435,,,
0.176,0.347166061401,0.27934885025,0.829804182053,0.310592889786,1.76020002365,0.455257177353,3.94986605644,,,
0.177,0.347166061401,0.27934885025,0.824397087097,0.305960893631,1.73541688919,0.449711084366,3.97387385368,,,
0.178,0.347166061401,0.27934885025,0.847067832947,0.307250976562,1.72976708412,0.446806907654,3.97393894196,,,
0.179,0.347166061401,0.27934885025,0.841472864151,0.308984994888,1.7244989872,0.447695970535,3.96903705597,,,
0.18,0.347166061401,0.27934885025,0.837402820587,0.311872959137,1.72453403473,0.447458982468,3.97241210938,,,
0.181,0.347166061401,0.27934885025,0.826189994812,0.31668305397,1.72438907623,0.456435918808,3.98296689987,,,
0.182,0.347166061401,0.27934885025,0.82377409935,0.309564113617,1.72793698311,0.460118055344,3.97091698647,,,
0.183,0.347166061401,0.27934885025,0.828680038452,0.306697845459,1.72954010963,0.447901010513,3.97200393677,,,
0.184,0.347166061401,0.27934885025,0.844199895859,0.304619073868,1.74332213402,0.457592964172,3.95114183426,,,
0.185,0.347166061401,0.27934885025,0.845018148422,0.309284925461,1.73620581627,0.457268953323,3.96688508987,,,
0.186,0.347166061401,0.27934885025,0.840465068817,0.311246156693,1.73509716988,0.455277919769,3.96668601036,,,
0.187,0.347166061401,0.27934885025,0.824396133423,0.330650806427,1.74172306061,0.456820011139,3.95866894722,,,
0.188,0.347166061401,0.27934885025,0.834972858429,0.308485031128,1.73800110817,0.46261382103,3.95889616013,,,
0.189,0.347166061401,0.27934885025,0.830363035202,0.308959960938,1.74630999565,0.454616069794,3.97226405144,,,
0.19,0.347166061401,0.27934885025,0.843423128128,0.308856010437,1.74015498161,0.455538034439,4.05550003052,,,
0.191,0.347166061401,0.27934885025,0.84720993042,0.310846805573,1.73600792885,0.456948041916,3.95851397514,,,
0.192,0.347166061401,0.27934885025,0.834880828857,0.305692911148,1.74496793747,0.447946071625,3.96525502205,,,
0.193,0.347166061401,0.27934885025,0.839890956879,0.310319900513,1.72959899902,0.448115110397,3.98029899597,,,
0.194,0.347166061401,0.27934885025,0.830583810806,0.321217060089,1.72286200523,0.456645965576,3.98621320724,,,
0.195,0.347166061401,0.27934885025,0.828552007675,0.305638074875,1.73204803467,0.44787311554,3.98616409302,,,
0.196,0.347166061401,0.27934885025,0.832967042923,0.307184934616,1.73098897934,0.449259996414,3.98046803474,,,
0.197,0.347166061401,0.27934885025,0.830029010773,0.306979179382,1.72723412514,0.447392940521,3.975440979,,,
0.198,0.347166061401,0.27934885025,0.859863042831,0.304986953735,1.73106098175,0.450417041779,3.99380993843,,,
0.199,0.347166061401,0.27934885025,0.83971786499,0.310995101929,1.7234621048,0.447058200836,3.98539209366,,,
0.2,0.347166061401,0.27934885025,0.827459096909,0.322480916977,1.72534203529,0.454130887985,3.98093295097,,,
0.201,0.347166061401,0.27934885025,0.831645011902,0.305176019669,1.735216856,0.445894956589,3.98022198677,,,
0.202,0.347166061401,0.27934885025,0.822389125824,0.309129953384,1.72373199463,0.446931123734,3.97887420654,,,
0.203,0.347166061401,0.27934885025,0.834204912186,0.308792114258,1.72766113281,0.446003913879,3.97846698761,,,
0.204,0.347166061401,0.27934885025,0.838301897049,0.305855035782,1.72534203529,0.450021982193,3.99009585381,,,
0.205,0.347166061401,0.27934885025,0.838617801666,0.310060024261,1.72328877449,0.447020053864,4.02182507515,,,
0.206,0.347166061401,0.27934885025,0.829082012177,0.324199914932,1.72476601601,0.453740119934,3.99969100952,,,
0.207,0.347166061401,0.27934885025,0.828272819519,0.32314491272,1.73012089729,0.458141088486,3.97956085205,,,
0.208,0.347166061401,0.27934885025,0.829163074493,0.311057090759,1.72733592987,0.447262048721,3.97894906998,,,
0.209,0.347166061401,0.27934885025,0.829986095428,0.306756019592,1.730479002,0.449664115906,3.98981499672,,,
0.21,0.347166061401,0.27934885025,0.845032930374,0.306762933731,1.71948695183,0.448655128479,3.98803901672,,,
0.211,0.347166061401,0.27934885025,0.839334011078,0.311157941818,1.74091887474,0.448512792587,3.97937011719,,,
0.212,0.347166061401,0.27934885025,0.830421924591,0.306548118591,1.72409009933,0.448527097702,3.99614310265,,,
0.213,0.347166061401,0.27934885025,0.831712007523,0.321342945099,1.72404694557,0.45830988884,3.98521590233,,,
0.214,0.347166061401,0.27934885025,0.828003883362,0.307970046997,1.73854994774,0.456945896149,3.95923805237,,,
