"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.108894,0.0700439,0.0700587,0.0700621,0.0700639,0.070321,0.0700666
0.110309,0.0709982,0.0710129,0.0710163,0.071018,0.0712732,0.0710207
0.111723,0.0719525,0.0719671,0.0719704,0.0719721,0.0722253,0.0719748
0.113137,0.0729068,0.0729213,0.0729245,0.0729262,0.0731775,0.0729288
0.114551,0.0738611,0.0738754,0.0738786,0.0738803,0.0741296,0.0738829
0.115966,0.0748154,0.0748296,0.0748328,0.0748344,0.0750818,0.0748369
0.11738,0.0757696,0.0757838,0.0757869,0.0757885,0.0760339,0.075791
0.118794,0.0767239,0.076738,0.076741,0.0767426,0.0769861,0.076745
0.120208,0.0776782,0.0776922,0.0776951,0.0776967,0.0779383,0.0776991
0.121622,0.0786325,0.0786463,0.0786492,0.0786508,0.0788904,0.0786532
0.123037,0.0795868,0.0796005,0.0796034,0.0796049,0.0798426,0.0796072
0.124451,0.0805426,0.0805563,0.0805591,0.0805606,0.0807965,0.0805629
0.125865,0.0815001,0.0815136,0.0815164,0.0815179,0.0817523,0.0815202
0.127279,0.0824575,0.082471,0.0824737,0.0824752,0.0827081,0.0824774
0.128693,0.083415,0.0834283,0.083431,0.0834325,0.0836639,0.0834347
0.130108,0.0843724,0.0843857,0.0843884,0.0843898,0.0846197,0.084392
0.131522,0.0853299,0.085343,0.0853457,0.0853471,0.0855755,0.0853492
0.132936,0.0862873,0.0863004,0.086303,0.0863044,0.0865313,0.0863065
0.13435,0.0872447,0.0872577,0.0872603,0.0872617,0.0874871,0.0872638
0.135765,0.0882022,0.0882151,0.0882176,0.088219,0.0884429,0.088221
0.137179,0.0891596,0.0891725,0.0891749,0.0891763,0.0893987,0.0891783
0.138593,0.090117,0.0901298,0.0901323,0.0901336,0.0903545,0.0901356
0.140007,0.0910745,0.0910872,0.0910896,0.0910909,0.0913103,0.0910928
0.141421,0.0920319,0.0920445,0.0920469,0.0920482,0.0922661,0.0920501
0.142836,0.0929919,0.0930044,0.0930068,0.0930081,0.0932247,0.0930099
0.14425,0.0939518,0.0939643,0.0939666,0.0939679,0.0941834,0.0939697
0.145664,0.0949118,0.0949242,0.0949265,0.0949278,0.095142,0.0949295
0.147078,0.0958717,0.095884,0.0958863,0.0958876,0.0961006,0.0958894
0.148492,0.0968317,0.0968439,0.0968462,0.0968475,0.0970593,0.0968492
0.149907,0.0977917,0.0978038,0.0978061,0.0978073,0.0980179,0.097809
0.151321,0.0987516,0.0987637,0.0987659,0.0987671,0.0989766,0.0987688
0.152735,0.0997116,0.0997236,0.0997258,0.099727,0.0999352,0.0997286
0.154149,0.100672,0.100683,0.100686,0.100687,0.100894,0.100688
0.155563,0.101631,0.101643,0.101646,0.101647,0.101853,0.101648
0.156978,0.102591,0.102603,0.102605,0.102607,0.102811,0.102608
0.158392,0.103551,0.103563,0.103565,0.103566,0.10377,0.103568
0.159806,0.104512,0.104524,0.104526,0.104527,0.10473,0.104529
0.16122,0.105474,0.105486,0.105488,0.105489,0.105691,0.105491
0.162635,0.106436,0.106448,0.10645,0.106451,0.106652,0.106453
0.164049,0.107398,0.10741,0.107412,0.107413,0.107612,0.107414
0.165463,0.10836,0.108372,0.108374,0.108375,0.108573,0.108376
0.166877,0.109322,0.109334,0.109336,0.109337,0.109534,0.109338
0.168291,0.110284,0.110296,0.110298,0.110299,0.110495,0.1103
0.169706,0.111246,0.111258,0.11126,0.111261,0.111456,0.111262
0.17112,0.112209,0.11222,0.112222,0.112223,0.112417,0.112224
0.172534,0.113171,0.113182,0.113184,0.113185,0.113378,0.113186
0.173948,0.114133,0.114144,0.114146,0.114146,0.114339,0.114148
0.175362,0.115095,0.115106,0.115107,0.115108,0.1153,0.11511
0.176777,0.116057,0.116067,0.116069,0.11607,0.116261,0.116072
0.178191,0.11702,0.117031,0.117033,0.117034,0.117224,0.117035
0.179605,0.117984,0.117995,0.117997,0.117998,0.118187,0.117999
0.181019,0.118948,0.118959,0.11896,0.118961,0.11915,0.118963
0.182434,0.119912,0.119922,0.119924,0.119925,0.120112,0.119926
0.183848,0.120875,0.120886,0.120888,0.120889,0.121075,0.12089
0.185262,0.121839,0.12185,0.121851,0.121852,0.122038,0.121854
0.186676,0.122803,0.122813,0.122815,0.122816,0.123001,0.122817
0.18809,0.123767,0.123777,0.123779,0.12378,0.123964,0.123781
0.189505,0.12473,0.124741,0.124743,0.124743,0.124927,0.124744
0.190919,0.125694,0.125704,0.125706,0.125707,0.12589,0.125708
