"arc_length","f_1578","f_1705","f_1834","f_1978","f_1889","f_1881"
1.09319,0.896843,0.887884,0.88115,0.882832,0.748253,1.09626
1.0946,0.911398,0.901645,0.894323,0.896152,0.749231,1.1271
1.09602,0.925953,0.915406,0.907496,0.909472,0.75021,1.15794
1.09743,0.91235,0.902718,0.89549,0.897304,0.751188,1.1234
1.09884,0.898748,0.89003,0.883484,0.885136,0.752166,1.08886
1.10026,0.885145,0.877342,0.871478,0.872968,0.753144,1.05432
1.10167,0.871543,0.864654,0.859473,0.8608,0.754122,1.01978
1.10309,0.857941,0.851966,0.847467,0.848632,0.7551,0.985238
1.1045,0.844338,0.839277,0.83546,0.836463,0.756079,0.950695
1.10592,0.830735,0.826589,0.823455,0.824295,0.757057,0.916155
1.10733,0.817133,0.813902,0.811449,0.812127,0.758035,0.881614
1.10874,0.80353,0.801214,0.799443,0.799958,0.759013,0.847074
1.11016,0.789927,0.788525,0.787437,0.78779,0.759991,0.812531
1.11157,0.776325,0.775837,0.775431,0.775621,0.760969,0.777991
1.11299,0.762723,0.763149,0.763425,0.763453,0.761948,0.74345
1.1144,0.74912,0.750461,0.751419,0.751285,0.762926,0.70891
1.11581,0.735518,0.737773,0.739414,0.739117,0.763904,0.674369
1.11723,0.721915,0.725085,0.727407,0.726948,0.764882,0.639827
1.11864,0.708312,0.712397,0.715401,0.71478,0.76586,0.605286
1.12006,0.69471,0.699709,0.703396,0.702612,0.766838,0.570746
1.12147,0.681108,0.687021,0.69139,0.690444,0.767817,0.536205
1.12289,0.667504,0.674332,0.679383,0.678275,0.768795,0.501663
1.1243,0.653902,0.661644,0.667378,0.666107,0.769773,0.467122
1.12571,0.6403,0.648956,0.655372,0.653939,0.770751,0.432582
1.12713,0.626697,0.636268,0.643366,0.641771,0.771729,0.398041
1.12854,0.613095,0.623581,0.63136,0.629603,0.772707,0.363501
1.12996,0.599492,0.610892,0.619354,0.617434,0.773686,0.328958
1.13137,0.58589,0.598204,0.607349,0.605266,0.774664,0.294419
1.13279,0.602441,0.613709,0.622091,0.620202,0.775642,0.336975
1.1342,0.618992,0.629213,0.636833,0.635137,0.77662,0.379532
1.13561,0.635543,0.644718,0.651575,0.650073,0.777599,0.422088
1.13703,0.652096,0.660223,0.666318,0.665009,0.778577,0.464647
1.13844,0.668647,0.675728,0.681061,0.679945,0.779556,0.507203
1.13986,0.685198,0.691232,0.695803,0.694881,0.780534,0.54976
1.14127,0.701749,0.706737,0.710545,0.709816,0.781513,0.592316
1.14268,0.718302,0.722242,0.725288,0.724753,0.782491,0.634875
1.1441,0.734853,0.737746,0.74003,0.739689,0.783469,0.677431
1.14551,0.751404,0.753251,0.754773,0.754624,0.784448,0.719988
1.14693,0.767955,0.768755,0.769515,0.76956,0.785426,0.762544
1.14834,0.784506,0.78426,0.784257,0.784495,0.786405,0.8051
1.14976,0.801059,0.799765,0.799,0.799432,0.787383,0.847659
1.15117,0.81761,0.81527,0.813743,0.814368,0.788361,0.890216
1.15258,0.834161,0.830774,0.828485,0.829303,0.78934,0.932772
1.154,0.850712,0.846279,0.843227,0.844239,0.790318,0.975328
1.15541,0.867264,0.861783,0.857969,0.859174,0.791297,1.01788
1.15683,0.883816,0.877289,0.872712,0.874111,0.792275,1.06044
1.15824,0.900367,0.892793,0.887455,0.889047,0.793253,1.103
1.15966,0.916918,0.908298,0.902197,0.903982,0.794232,1.14556
1.16107,0.933469,0.923802,0.916939,0.918918,0.79521,1.18811
1.16248,0.950022,0.939308,0.931682,0.933854,0.796189,1.23067
1.1639,0.966573,0.954812,0.946425,0.94879,0.797167,1.27323
1.16531,0.983124,0.970317,0.961167,0.963726,0.798146,1.31578
1.16673,0.999675,0.985821,0.975909,0.978661,0.799124,1.35834
1.16814,0.983907,0.971163,0.962095,0.964641,0.800103,1.31083
1.16955,0.968137,0.956503,0.94828,0.95062,0.801083,1.26331
1.17097,0.952368,0.941845,0.934466,0.936599,0.802062,1.2158
1.17238,0.936599,0.927186,0.920651,0.922579,0.803042,1.16828
1.1738,0.92083,0.912527,0.906837,0.908559,0.804022,1.12077
1.17521,0.905062,0.897869,0.893023,0.894538,0.805001,1.07326
1.17663,0.889292,0.883209,0.879207,0.880517,0.805981,1.02574
1.17804,0.873523,0.868551,0.865393,0.866496,0.80696,0.978225
1.17945,0.857754,0.853892,0.851579,0.852476,0.80794,0.930711
1.18087,0.841985,0.839233,0.837764,0.838456,0.808919,0.883197
1.18228,0.826215,0.824574,0.823949,0.824434,0.809899,0.83568
1.1837,0.810447,0.809915,0.810135,0.810414,0.810878,0.788166
1.18511,0.794678,0.795257,0.79632,0.796393,0.811858,0.740653
1.18653,0.778909,0.780598,0.782506,0.782373,0.812837,0.693139
1.18794,0.76314,0.765939,0.768692,0.768353,0.813817,0.645625
1.18935,0.74737,0.75128,0.754877,0.754331,0.814796,0.598108
1.19077,0.731601,0.736621,0.741062,0.740311,0.815776,0.550594
1.19218,0.715832,0.721962,0.727248,0.72629,0.816755,0.50308
1.1936,0.700064,0.707304,0.713434,0.71227,0.817735,0.455566
1.19501,0.684294,0.692644,0.699618,0.698249,0.818714,0.408049
1.19642,0.668525,0.677986,0.685804,0.684228,0.819694,0.360535
1.19784,0.652756,0.663327,0.67199,0.670208,0.820673,0.313022
1.19925,0.636987,0.648668,0.658175,0.656187,0.821653,0.265508
1.20067,0.621218,0.63401,0.644361,0.642167,0.822633,0.217994
1.20208,0.605449,0.619351,0.630547,0.628146,0.823612,0.17048
1.2035,0.624368,0.637249,0.647394,0.645145,0.824597,0.229388
1.20491,0.643288,0.655147,0.664242,0.662143,0.825581,0.288297
1.20632,0.662207,0.673045,0.68109,0.679141,0.826566,0.347205
1.20774,0.681126,0.690944,0.697938,0.696139,0.82755,0.406114
1.20915,0.700046,0.708843,0.714787,0.713138,0.828535,0.465026
1.21057,0.718965,0.726741,0.731635,0.730136,0.82952,0.523935
1.21198,0.737885,0.744639,0.748482,0.747134,0.830504,0.582843
1.2134,0.756804,0.762537,0.76533,0.764132,0.831489,0.641752
1.21481,0.775724,0.780436,0.782179,0.781131,0.832473,0.700664
1.21622,0.794643,0.798334,0.799027,0.79813,0.833458,0.759573
1.21764,0.813562,0.816233,0.815875,0.815128,0.834443,0.818481
1.21905,0.832481,0.834131,0.832723,0.832126,0.835427,0.87739
1.22047,0.851401,0.852029,0.84957,0.849124,0.836412,0.936299
1.22188,0.870321,0.869928,0.866419,0.866123,0.837396,0.995211
1.22329,0.88924,0.887826,0.883267,0.883121,0.838381,1.05412
1.22471,0.908159,0.905724,0.900115,0.900119,0.839366,1.11303
1.22612,0.927078,0.923622,0.916963,0.917117,0.84035,1.17194
1.22754,0.945997,0.941521,0.933811,0.934116,0.841335,1.23085
1.22895,0.964918,0.95942,0.950659,0.951115,0.842319,1.28976
1.23037,0.983837,0.977318,0.967507,0.968113,0.843304,1.34867
1.23178,1.00276,0.995216,0.984355,0.985111,0.844289,1.40757
1.23319,1.02168,1.01311,1.0012,1.00211,0.845273,1.46648
1.23461,1.0406,1.03101,1.01805,1.01911,0.846258,1.5254
1.23602,1.05951,1.04891,1.0349,1.03611,0.847242,1.5843
1.23744,1.07843,1.06681,1.05175,1.0531,0.848227,1.64321
1.23885,1.06053,1.05017,1.03622,1.03736,0.849235,1.57179
1.24027,1.04262,1.03352,1.02069,1.02161,0.850243,1.50038
1.24168,1.02472,1.01688,1.00516,1.00586,0.851252,1.42895
1.24309,1.00681,1.00023,0.98963,0.990118,0.85226,1.35754
1.24451,0.98891,0.983587,0.974101,0.974372,0.853268,1.28612
1.24592,0.971005,0.966943,0.958572,0.958626,0.854277,1.2147
1.24734,0.953099,0.950297,0.943042,0.942879,0.855285,1.14328
1.24875,0.935195,0.933653,0.927513,0.927132,0.856293,1.07186
1.25016,0.91729,0.917009,0.911984,0.911386,0.857302,1.00044
1.25158,0.899386,0.900364,0.896455,0.89564,0.85831,0.929024
1.25299,0.881481,0.88372,0.880926,0.879894,0.859318,0.857606
1.25441,0.863575,0.867075,0.865396,0.864146,0.860327,0.786184
1.25582,0.845671,0.85043,0.849867,0.8484,0.861335,0.714766
1.25724,0.827766,0.833786,0.834338,0.832654,0.862343,0.643348
1.25865,0.809862,0.817142,0.818809,0.816908,0.863351,0.57193
1.26006,0.791957,0.800497,0.80328,0.801161,0.86436,0.500512
1.26148,0.774051,0.783852,0.78775,0.785414,0.865368,0.42909
1.26289,0.756147,0.767208,0.772221,0.769668,0.866376,0.357672
1.26431,0.738242,0.750563,0.756692,0.753922,0.867385,0.286254
1.26572,0.720337,0.733919,0.741163,0.738175,0.868393,0.214836
1.26714,0.702432,0.717274,0.725633,0.722428,0.869401,0.143414
1.26855,0.684527,0.700629,0.710104,0.706682,0.87041,0.0719956
1.26996,0.666623,0.683985,0.694575,0.690936,0.871418,0.00057762
1.27138,0.648718,0.667341,0.679046,0.675189,0.872426,-0.0708404
1.27279,0.630813,0.650696,0.663517,0.659443,0.873435,-0.142258
1.27421,0.651318,0.669259,0.680814,0.677002,0.874558,-0.0484457
1.27562,0.671823,0.687821,0.69811,0.694561,0.875681,0.0453654
1.27703,0.692328,0.706383,0.715406,0.71212,0.876805,0.139176
1.27845,0.712833,0.724945,0.732703,0.729679,0.877928,0.232987
1.27986,0.733338,0.743508,0.749999,0.747238,0.879051,0.326798
1.28128,0.753844,0.762071,0.767297,0.764799,0.880175,0.420615
1.28269,0.774348,0.780633,0.784593,0.782358,0.881298,0.514426
1.28411,0.794853,0.799195,0.80189,0.799917,0.882422,0.608237
1.28552,0.815358,0.817758,0.819186,0.817476,0.883545,0.702048
1.28693,0.835864,0.836321,0.836484,0.835036,0.884668,0.795865
1.28835,0.856369,0.854883,0.85378,0.852595,0.885792,0.889676
1.28976,0.876873,0.873445,0.871076,0.870154,0.886915,0.983487
1.29118,0.897378,0.892008,0.888373,0.887713,0.888039,1.0773
1.29259,0.917883,0.91057,0.905669,0.905272,0.889162,1.17111
1.29401,0.938389,0.929133,0.922967,0.922832,0.890285,1.26493
1.29542,0.958894,0.947695,0.940263,0.940391,0.891409,1.35874
1.29683,0.979398,0.966258,0.95756,0.95795,0.892532,1.45255
1.29825,0.999903,0.98482,0.974856,0.975509,0.893655,1.54636
1.29966,1.02041,1.00338,0.992154,0.993069,0.894779,1.64018
1.30108,1.04091,1.02195,1.00945,1.01063,0.895902,1.73399
1.30249,1.06142,1.04051,1.02675,1.02819,0.897026,1.8278
1.3039,1.08192,1.05907,1.04404,1.04575,0.898149,1.92161
1.30532,1.10243,1.07763,1.06134,1.06331,0.899272,2.01542
1.30673,1.12293,1.0962,1.07864,1.08087,0.900396,2.10924
1.30815,1.14344,1.11476,1.09593,1.09842,0.901519,2.20304
1.30956,1.12572,1.09938,1.08201,1.08457,0.903183,2.08961
1.31098,1.108,1.084,1.06809,1.07071,0.904847,1.97619
1.31239,1.09027,1.06862,1.05417,1.05685,0.906511,1.86276
1.3138,1.07255,1.05324,1.04024,1.04299,0.908175,1.74932
1.31522,1.05483,1.03786,1.02632,1.02913,0.90984,1.63589
1.31663,1.03711,1.02248,1.0124,1.01527,0.911504,1.52246
1.31805,1.01939,1.0071,0.998479,1.00141,0.913168,1.40903
1.31946,1.00167,0.991725,0.984556,0.987549,0.914832,1.29559
1.32088,0.983945,0.976346,0.970635,0.97369,0.916496,1.18217
1.32229,0.966223,0.960967,0.956713,0.95983,0.91816,1.06874
1.3237,0.948502,0.945588,0.942791,0.945971,0.919824,0.955306
1.32512,0.930781,0.930209,0.928869,0.932112,0.921488,0.841877
1.32653,0.913058,0.914829,0.914946,0.918252,0.923152,0.72844
1.32795,0.895337,0.899451,0.901024,0.904393,0.924816,0.615011
1.32936,0.877616,0.884072,0.887103,0.890533,0.92648,0.501581
1.33077,0.859894,0.868693,0.873181,0.876674,0.928144,0.388152
1.33219,0.842173,0.853314,0.859259,0.862815,0.929808,0.274722
1.3336,0.824451,0.837934,0.845336,0.848955,0.931472,0.161286
1.33502,0.806729,0.822556,0.831414,0.835096,0.933136,0.0478567
1.33643,0.789008,0.807177,0.817493,0.821236,0.9348,-0.0655729
1.33785,0.771287,0.791798,0.803571,0.807377,0.936464,-0.179002
1.33926,0.753564,0.776418,0.789648,0.793517,0.938129,-0.292439
1.34067,0.735843,0.761039,0.775726,0.779658,0.939793,-0.405868
1.34209,0.718122,0.745661,0.761804,0.765799,0.941457,-0.519298
1.3435,0.7004,0.730282,0.747883,0.751939,0.943121,-0.632727
1.34492,0.709502,0.738917,0.756321,0.761962,0.945928,-0.508438
1.34633,0.718604,0.747554,0.76476,0.771985,0.948735,-0.384139
1.34775,0.727705,0.75619,0.773198,0.782007,0.951543,-0.259847
1.34916,0.736806,0.764826,0.781637,0.79203,0.95435,-0.135555
1.35057,0.745908,0.773462,0.790075,0.802053,0.957157,-0.0112634
1.35199,0.755009,0.782098,0.798514,0.812075,0.959964,0.113028
1.3534,0.764111,0.790734,0.806953,0.822098,0.962772,0.237328
1.35482,0.773213,0.79937,0.815391,0.832121,0.965579,0.361619
1.35623,0.782314,0.808006,0.82383,0.842143,0.968386,0.485911
1.35765,0.791416,0.816642,0.832269,0.852166,0.971193,0.610203
1.35906,0.800518,0.825279,0.840708,0.862189,0.974001,0.734502
1.36047,0.809619,0.833915,0.849146,0.872212,0.976808,0.858794
1.36189,0.81872,0.842551,0.857585,0.882234,0.979615,0.983086
1.3633,0.827822,0.851187,0.866023,0.892257,0.982422,1.10738
1.36472,0.836923,0.859822,0.874462,0.902279,0.985229,1.23167
1.36613,0.846025,0.868459,0.882901,0.912302,0.988037,1.35597
1.36754,0.855127,0.877095,0.891339,0.922325,0.990844,1.48026
1.36896,0.864228,0.885731,0.899778,0.932347,0.993651,1.60455
1.37037,0.87333,0.894367,0.908216,0.94237,0.996458,1.72884
1.37179,0.882432,0.903003,0.916655,0.952393,0.999266,1.85314
1.3732,0.891533,0.911639,0.925094,0.962416,1.00207,1.97744
1.37462,0.900635,0.920275,0.933532,0.972438,1.00488,2.10173
1.37603,0.909736,0.928911,0.941971,0.982461,1.00769,2.22602
1.37744,0.918837,0.937547,0.950409,0.992483,1.01049,2.35031
1.37886,0.927938,0.946183,0.958847,1.00251,1.0133,2.4746
1.38027,0.890821,0.908336,0.920494,0.962405,0.972769,2.37562
1.38169,0.853704,0.870489,0.88214,0.922306,0.932238,2.27664
1.3831,0.816587,0.832642,0.843787,0.882206,0.891706,2.17766
1.38452,0.77947,0.794795,0.805434,0.842106,0.851175,2.07867
1.38593,0.742351,0.756946,0.767078,0.802004,0.810641,1.97968
1.38734,0.705234,0.719099,0.728724,0.761904,0.770109,1.8807
1.38876,0.668116,0.681252,0.690371,0.721805,0.729578,1.78172
1.39017,0.630999,0.643406,0.652018,0.681705,0.689046,1.68273
1.39159,0.59388,0.605556,0.613662,0.641603,0.648512,1.58375
1.393,0.556763,0.56771,0.575308,0.601503,0.607981,1.48476
1.39441,0.519646,0.529863,0.536955,0.561403,0.567449,1.38578
1.39583,0.482529,0.492016,0.498601,0.521304,0.526917,1.2868
1.39724,0.445412,0.454169,0.460248,0.481204,0.486386,1.18781
1.39866,0.408292,0.41632,0.421892,0.441102,0.445852,1.08882
1.40007,0.371175,0.378473,0.383539,0.401002,0.40532,0.989842
1.40149,0.334058,0.340626,0.345185,0.360902,0.364789,0.890859
1.4029,0.296941,0.302779,0.306832,0.320803,0.324257,0.791876
1.40431,0.259824,0.264932,0.268479,0.280703,0.283726,0.692893
1.40573,0.222705,0.227083,0.230123,0.240601,0.243192,0.593904
1.40714,0.185588,0.189237,0.191769,0.200501,0.20266,0.494921
1.40856,0.148471,0.15139,0.153416,0.160401,0.162129,0.395938
1.40997,0.111353,0.113543,0.115063,0.120302,0.121597,0.296955
1.41139,0.0742342,0.0756937,0.0767069,0.0801995,0.0810631,0.197966
1.4128,0.0371171,0.0378469,0.0383534,0.0400997,0.0405316,0.098983
1.41421,0,0,0,0,0,0
