"arc_length","f_1578","f_1705","f_1834","f_1978","f_1889","f_1881"
0.528916,0.376535,0.376857,0.376799,0.376842,0.358319,0.378403
0.53033,0.378943,0.379284,0.379222,0.379267,0.359294,0.380937
0.531744,0.378205,0.378529,0.378475,0.378517,0.360269,0.380031
0.533159,0.377468,0.377774,0.377728,0.377767,0.361245,0.379125
0.534573,0.37673,0.377019,0.376981,0.377016,0.36222,0.378219
0.535987,0.375992,0.376264,0.376234,0.376266,0.363196,0.377313
0.537401,0.375255,0.375508,0.375487,0.375516,0.364171,0.376408
0.538815,0.374517,0.374753,0.37474,0.374765,0.365146,0.375502
0.54023,0.373779,0.373998,0.373993,0.374015,0.366122,0.374596
0.541644,0.373042,0.373243,0.373246,0.373265,0.367097,0.37369
0.543058,0.372304,0.372488,0.372499,0.372514,0.368073,0.372784
0.544472,0.371567,0.371733,0.371753,0.371764,0.369048,0.371878
0.545886,0.370829,0.370978,0.371006,0.371014,0.370024,0.370972
0.547301,0.370091,0.370223,0.370259,0.370263,0.370999,0.370066
0.548715,0.369354,0.369467,0.369512,0.369513,0.371974,0.36916
0.550129,0.368616,0.368712,0.368765,0.368763,0.37295,0.368255
0.551543,0.367878,0.367957,0.368018,0.368012,0.373925,0.367349
0.552958,0.367141,0.367202,0.367271,0.367262,0.374901,0.366443
0.554372,0.366403,0.366447,0.366524,0.366512,0.375876,0.365537
0.555786,0.365665,0.365692,0.365777,0.365761,0.376852,0.364631
0.5572,0.364928,0.364937,0.365031,0.365011,0.377827,0.363725
0.558614,0.36419,0.364181,0.364284,0.364261,0.378803,0.362819
0.560029,0.363452,0.363426,0.363537,0.36351,0.379778,0.361913
0.561443,0.362715,0.362671,0.36279,0.36276,0.380753,0.361008
0.562857,0.361977,0.361916,0.362043,0.36201,0.381729,0.360102
0.564271,0.36124,0.361161,0.361296,0.361259,0.382704,0.359196
0.565685,0.360502,0.360406,0.360549,0.360509,0.38368,0.35829
0.5671,0.363517,0.363438,0.363568,0.363532,0.384656,0.361536
0.568514,0.366531,0.366471,0.366586,0.366556,0.385632,0.364783
0.569928,0.369546,0.369503,0.369605,0.369579,0.386607,0.36803
0.571342,0.372561,0.372535,0.372623,0.372602,0.387583,0.371277
0.572756,0.375575,0.375567,0.375642,0.375626,0.388559,0.374523
0.574171,0.37859,0.3786,0.378661,0.378649,0.389535,0.37777
0.575585,0.381605,0.381632,0.381679,0.381672,0.390511,0.381016
0.576999,0.38462,0.384664,0.384698,0.384695,0.391487,0.384263
0.578413,0.387634,0.387697,0.387716,0.387719,0.392463,0.38751
0.579828,0.390649,0.390729,0.390735,0.390742,0.393439,0.390756
0.581242,0.393664,0.393761,0.393753,0.393765,0.394415,0.394003
0.582656,0.396678,0.396794,0.396772,0.396789,0.39539,0.39725
0.58407,0.399693,0.399826,0.399791,0.399812,0.396366,0.400496
0.585484,0.402708,0.402858,0.402809,0.402835,0.397342,0.403743
0.586899,0.405723,0.405891,0.405828,0.405858,0.398318,0.40699
0.588313,0.408737,0.408923,0.408846,0.408882,0.399294,0.410236
0.589727,0.411752,0.411955,0.411865,0.411905,0.40027,0.413483
0.591141,0.414767,0.414988,0.414883,0.414928,0.401246,0.41673
0.592555,0.417781,0.41802,0.417902,0.417952,0.402222,0.419976
0.59397,0.420796,0.421052,0.420921,0.420975,0.403198,0.423223
0.595384,0.423811,0.424085,0.423939,0.423998,0.404174,0.42647
0.596798,0.426826,0.427117,0.426958,0.427021,0.405149,0.429716
0.598212,0.42984,0.430149,0.429976,0.430045,0.406125,0.432963
0.599627,0.432855,0.433181,0.432995,0.433068,0.407101,0.436209
0.601041,0.43587,0.436214,0.436013,0.436091,0.408077,0.439456
0.602455,0.434425,0.434756,0.434577,0.434648,0.409053,0.437697
0.603869,0.43298,0.433298,0.43314,0.433205,0.41003,0.435937
0.605283,0.431535,0.43184,0.431703,0.431762,0.411006,0.434177
0.606698,0.430089,0.430382,0.430266,0.430319,0.411982,0.432418
0.608112,0.428644,0.428924,0.428829,0.428876,0.412959,0.430658
0.609526,0.427199,0.427466,0.427393,0.427433,0.413935,0.428898
0.61094,0.425754,0.426008,0.425956,0.42599,0.414911,0.427139
0.612354,0.424309,0.42455,0.424519,0.424547,0.415887,0.425379
0.613769,0.422864,0.423092,0.423082,0.423104,0.416864,0.42362
0.615183,0.421419,0.421634,0.421646,0.421661,0.41784,0.42186
0.616597,0.419974,0.420176,0.420209,0.420218,0.418816,0.4201
0.618011,0.418529,0.418718,0.418772,0.418775,0.419793,0.418341
0.619426,0.417084,0.41726,0.417335,0.417332,0.420769,0.416581
0.62084,0.415639,0.415802,0.415898,0.415889,0.421745,0.414821
0.622254,0.414194,0.414344,0.414462,0.414446,0.422721,0.413062
0.623668,0.412748,0.412886,0.413025,0.413002,0.423698,0.411302
0.625082,0.411303,0.411428,0.411588,0.411559,0.424674,0.409543
0.626497,0.409858,0.40997,0.410151,0.410116,0.42565,0.407783
0.627911,0.408413,0.408512,0.408714,0.408673,0.426627,0.406023
0.629325,0.406968,0.407054,0.407278,0.40723,0.427603,0.404264
0.630739,0.405523,0.405596,0.405841,0.405787,0.428579,0.402504
0.632153,0.404078,0.404138,0.404404,0.404344,0.429555,0.400744
0.633568,0.402633,0.402679,0.402967,0.402901,0.430532,0.398985
0.634982,0.401188,0.401222,0.40153,0.401458,0.431508,0.397225
0.636396,0.399743,0.399764,0.400094,0.400015,0.432484,0.395466
0.63781,0.40358,0.403607,0.403907,0.403837,0.433461,0.399737
0.639225,0.407417,0.40745,0.407721,0.40766,0.434437,0.404008
0.640639,0.411255,0.411294,0.411535,0.411482,0.435414,0.40828
0.642053,0.415092,0.415137,0.415349,0.415304,0.436391,0.412551
0.643467,0.418929,0.418981,0.419163,0.419127,0.437367,0.416823
0.644881,0.422767,0.422825,0.422976,0.422949,0.438344,0.421094
0.646296,0.426604,0.426668,0.42679,0.426771,0.439321,0.425365
0.64771,0.430441,0.430512,0.430604,0.430594,0.440297,0.429637
0.649124,0.434278,0.434355,0.434417,0.434416,0.441274,0.433908
0.650538,0.438116,0.438199,0.438231,0.438238,0.44225,0.43818
0.651952,0.441953,0.442042,0.442045,0.442061,0.443227,0.442451
0.653367,0.44579,0.445886,0.445859,0.445883,0.444204,0.446723
0.654781,0.449628,0.449729,0.449673,0.449706,0.44518,0.450994
0.656195,0.453465,0.453573,0.453486,0.453528,0.446157,0.455265
0.657609,0.457302,0.457416,0.4573,0.45735,0.447133,0.459537
0.659024,0.46114,0.46126,0.461114,0.461173,0.44811,0.463808
0.660438,0.464977,0.465103,0.464928,0.464995,0.449087,0.46808
0.661852,0.468814,0.468947,0.468741,0.468817,0.450063,0.472351
0.663266,0.472652,0.47279,0.472555,0.47264,0.45104,0.476622
0.66468,0.476489,0.476634,0.476369,0.476462,0.452017,0.480894
0.666095,0.480326,0.480477,0.480183,0.480284,0.452993,0.485165
0.667509,0.484163,0.484321,0.483996,0.484107,0.45397,0.489437
0.668923,0.488001,0.488164,0.48781,0.487929,0.454946,0.493708
0.670337,0.491838,0.492008,0.491624,0.491751,0.455923,0.497979
0.671751,0.495675,0.495851,0.495438,0.495574,0.4569,0.502251
0.673166,0.493282,0.493465,0.493093,0.493218,0.457877,0.499265
0.67458,0.490888,0.491079,0.490749,0.490862,0.458853,0.49628
0.675994,0.488495,0.488694,0.488404,0.488506,0.45983,0.493294
0.677408,0.486101,0.486308,0.48606,0.48615,0.460807,0.490309
0.678823,0.483708,0.483922,0.483715,0.483794,0.461784,0.487323
0.680237,0.481314,0.481536,0.48137,0.481438,0.462761,0.484337
0.681651,0.478921,0.47915,0.479026,0.479082,0.463738,0.481352
0.683065,0.476527,0.476764,0.476681,0.476726,0.464715,0.478366
0.684479,0.474133,0.474379,0.474337,0.47437,0.465692,0.475381
0.685894,0.47174,0.471993,0.471992,0.472014,0.466669,0.472395
0.687308,0.469346,0.469607,0.469648,0.469658,0.467646,0.469409
0.688722,0.466953,0.467221,0.467303,0.467302,0.468622,0.466424
0.690136,0.464559,0.464835,0.464959,0.464946,0.469599,0.463438
0.69155,0.462166,0.462449,0.462614,0.46259,0.470576,0.460453
0.692965,0.459772,0.460063,0.460269,0.460233,0.471553,0.457467
0.694379,0.457379,0.457678,0.457925,0.457878,0.47253,0.454482
0.695793,0.454985,0.455292,0.45558,0.455521,0.473507,0.451496
0.697207,0.452592,0.452906,0.453236,0.453165,0.474484,0.44851
0.698622,0.450198,0.45052,0.450891,0.450809,0.475461,0.445525
0.700036,0.447804,0.448134,0.448547,0.448453,0.476438,0.442539
0.70145,0.445411,0.445748,0.446202,0.446097,0.477415,0.439554
0.702864,0.443017,0.443362,0.443858,0.443741,0.478391,0.436568
0.704278,0.440624,0.440977,0.441513,0.441385,0.479368,0.433583
0.705693,0.43823,0.438591,0.439168,0.439029,0.480345,0.430597
0.707107,0.435837,0.436205,0.436824,0.436673,0.481322,0.427611
0.708521,0.440764,0.441106,0.441669,0.441534,0.482299,0.433354
0.709935,0.445691,0.446008,0.446515,0.446395,0.483276,0.439097
0.711349,0.450618,0.45091,0.45136,0.451256,0.484254,0.44484
0.712764,0.455545,0.455811,0.456205,0.456117,0.485231,0.450583
0.714178,0.460472,0.460713,0.461051,0.460978,0.486208,0.456326
0.715592,0.465399,0.465614,0.465896,0.465838,0.487185,0.462069
0.717006,0.470326,0.470516,0.470741,0.470699,0.488162,0.467812
0.718421,0.475253,0.475417,0.475587,0.47556,0.489139,0.473555
0.719835,0.48018,0.480319,0.480432,0.480421,0.490116,0.479297
0.721249,0.485107,0.48522,0.485277,0.485282,0.491094,0.48504
0.722663,0.490034,0.490122,0.490123,0.490143,0.492071,0.490783
0.724077,0.494961,0.495024,0.494968,0.495004,0.493048,0.496526
0.725492,0.499888,0.499925,0.499813,0.499864,0.494025,0.502269
0.726906,0.504815,0.504827,0.504659,0.504725,0.495002,0.508012
0.72832,0.509742,0.509728,0.509504,0.509586,0.495979,0.513755
0.729734,0.514669,0.51463,0.514349,0.514447,0.496956,0.519497
0.731148,0.519596,0.519532,0.519195,0.519308,0.497934,0.525241
0.732563,0.524523,0.524433,0.52404,0.524169,0.498911,0.530983
0.733977,0.52945,0.529335,0.528885,0.529029,0.499888,0.536726
0.735391,0.534377,0.534236,0.533731,0.53389,0.500865,0.542469
0.736805,0.539305,0.539138,0.538576,0.538751,0.501842,0.548212
0.738219,0.544232,0.544039,0.543421,0.543612,0.502819,0.553955
0.739634,0.549159,0.548941,0.548267,0.548473,0.503796,0.559698
0.741048,0.554086,0.553842,0.553112,0.553334,0.504773,0.565441
0.742462,0.559012,0.558744,0.557957,0.558194,0.505751,0.571183
0.743876,0.555375,0.55516,0.554449,0.554666,0.506728,0.566429
0.745291,0.551737,0.551576,0.550942,0.551138,0.507705,0.561674
0.746705,0.5481,0.547992,0.547434,0.54761,0.508683,0.55692
0.748119,0.544462,0.544409,0.543926,0.544081,0.50966,0.552165
0.749533,0.540825,0.540825,0.540418,0.540553,0.510637,0.54741
0.750947,0.537187,0.537241,0.53691,0.537024,0.511615,0.542655
0.752362,0.533549,0.533657,0.533403,0.533496,0.512592,0.537901
0.753776,0.529912,0.530073,0.529895,0.529968,0.513569,0.533146
0.75519,0.526274,0.52649,0.526387,0.52644,0.514547,0.528391
0.756604,0.522636,0.522906,0.522879,0.522911,0.515524,0.523636
0.758018,0.518999,0.519322,0.519372,0.519383,0.516501,0.518882
0.759433,0.515361,0.515738,0.515864,0.515854,0.517479,0.514127
0.760847,0.511724,0.512154,0.512356,0.512326,0.518456,0.509373
0.762261,0.508086,0.508571,0.508848,0.508798,0.519433,0.504618
0.763675,0.504448,0.504987,0.50534,0.505269,0.520411,0.499863
0.76509,0.500811,0.501403,0.501833,0.501741,0.521388,0.495108
0.766504,0.497173,0.497819,0.498325,0.498213,0.522365,0.490354
0.767918,0.493536,0.494235,0.494817,0.494684,0.523343,0.485599
0.769332,0.489898,0.490651,0.491309,0.491156,0.52432,0.480844
0.770746,0.48626,0.487068,0.487801,0.487628,0.525298,0.47609
0.772161,0.482623,0.483484,0.484294,0.484099,0.526275,0.471335
0.773575,0.478985,0.4799,0.480786,0.480571,0.527252,0.46658
0.774989,0.475348,0.476316,0.477278,0.477043,0.52823,0.461826
0.776403,0.47171,0.472732,0.47377,0.473514,0.529207,0.457071
0.777817,0.468073,0.469149,0.470263,0.469986,0.530184,0.452316
0.779232,0.474411,0.475395,0.476407,0.476158,0.531162,0.460191
0.780646,0.48075,0.48164,0.482551,0.482329,0.532139,0.468067
0.78206,0.487088,0.487886,0.488696,0.488501,0.533117,0.475942
0.783474,0.493427,0.494132,0.49484,0.494673,0.534094,0.483818
0.784889,0.499766,0.500378,0.500985,0.500844,0.535072,0.491693
0.786303,0.506104,0.506624,0.507129,0.507016,0.536049,0.499568
0.787717,0.512443,0.51287,0.513274,0.513187,0.537027,0.507443
0.789131,0.518782,0.519116,0.519418,0.519359,0.538004,0.515319
0.790545,0.52512,0.525362,0.525563,0.525531,0.538982,0.523194
0.79196,0.531459,0.531608,0.531707,0.531703,0.539959,0.53107
0.793374,0.537797,0.537853,0.537851,0.537874,0.540937,0.538945
0.794788,0.544136,0.544099,0.543996,0.544046,0.541914,0.54682
0.796202,0.550475,0.550345,0.55014,0.550218,0.542892,0.554696
0.797616,0.556813,0.556591,0.556285,0.556389,0.54387,0.562571
0.799031,0.563152,0.562837,0.562429,0.562561,0.544847,0.570446
0.800445,0.56949,0.569083,0.568574,0.568732,0.545825,0.578322
0.801859,0.575829,0.575329,0.574718,0.574904,0.546802,0.586197
0.803273,0.582168,0.581575,0.580863,0.581076,0.54778,0.594073
0.804688,0.588506,0.587821,0.587007,0.587248,0.548757,0.601948
0.806102,0.594845,0.594066,0.593151,0.593419,0.549735,0.609823
0.807516,0.601183,0.600312,0.599296,0.599591,0.550712,0.617698
0.80893,0.607522,0.606558,0.60544,0.605763,0.55169,0.625574
0.810344,0.613861,0.612804,0.611585,0.611934,0.552667,0.633449
0.811759,0.620199,0.61905,0.617729,0.618106,0.553645,0.641325
0.813173,0.626538,0.625296,0.623874,0.624277,0.554622,0.6492
0.814587,0.621323,0.620226,0.618937,0.619306,0.5556,0.641884
0.816001,0.616108,0.615156,0.614001,0.614334,0.556578,0.634568
0.817415,0.610893,0.610086,0.609064,0.609362,0.557555,0.627252
0.81883,0.605678,0.605016,0.604128,0.604391,0.558533,0.619936
0.820244,0.600463,0.599946,0.599192,0.599419,0.55951,0.61262
0.821658,0.595248,0.594876,0.594255,0.594447,0.560488,0.605304
0.823072,0.590033,0.589805,0.589318,0.589475,0.561466,0.597987
0.824486,0.584818,0.584736,0.584382,0.584504,0.562443,0.590671
0.825901,0.579603,0.579666,0.579446,0.579532,0.563421,0.583355
0.827315,0.574388,0.574596,0.574509,0.57456,0.564399,0.576039
0.828729,0.569173,0.569525,0.569573,0.569588,0.565376,0.568722
0.830143,0.563958,0.564455,0.564636,0.564617,0.566354,0.561406
0.831558,0.558743,0.559385,0.5597,0.559645,0.567332,0.55409
0.832972,0.553528,0.554315,0.554763,0.554674,0.568309,0.546774
0.834386,0.548313,0.549245,0.549827,0.549702,0.569287,0.539458
0.8358,0.543098,0.544175,0.54489,0.54473,0.570265,0.532142
0.837214,0.537883,0.539105,0.539954,0.539758,0.571242,0.524826
0.838629,0.532668,0.534035,0.535018,0.534787,0.57222,0.51751
0.840043,0.527453,0.528965,0.530081,0.529815,0.573198,0.510194
0.841457,0.522238,0.523895,0.525145,0.524843,0.574175,0.502877
0.842871,0.517023,0.518825,0.520208,0.519871,0.575153,0.495561
0.844285,0.511808,0.513755,0.515272,0.5149,0.576131,0.488245
0.8457,0.506593,0.508685,0.510335,0.509928,0.577108,0.480929
0.847114,0.501378,0.503615,0.505399,0.504956,0.578086,0.473613
0.848528,0.496163,0.498545,0.500463,0.499985,0.579064,0.466297
0.849942,0.504229,0.506404,0.508149,0.507716,0.580041,0.477226
0.851357,0.512295,0.514263,0.515835,0.515447,0.581019,0.488156
0.852771,0.520361,0.522122,0.523521,0.523179,0.581997,0.499085
0.854185,0.528427,0.529981,0.531207,0.53091,0.582975,0.510015
0.855599,0.536493,0.53784,0.538893,0.538642,0.583953,0.520945
0.857013,0.544559,0.545699,0.546579,0.546373,0.58493,0.531874
0.858428,0.552625,0.553558,0.554265,0.554104,0.585908,0.542804
0.859842,0.560691,0.561417,0.561951,0.561835,0.586886,0.553733
0.861256,0.568757,0.569277,0.569637,0.569567,0.587864,0.564663
0.86267,0.576823,0.577136,0.577323,0.577298,0.588841,0.575593
0.864084,0.584889,0.584995,0.585009,0.58503,0.589819,0.586522
0.865499,0.592955,0.592854,0.592695,0.592761,0.590797,0.597452
0.866913,0.601021,0.600713,0.600381,0.600492,0.591775,0.608381
0.868327,0.609087,0.608573,0.608068,0.608224,0.592753,0.619311
0.869741,0.617153,0.616432,0.615754,0.615955,0.59373,0.630241
0.871156,0.625219,0.624291,0.62344,0.623686,0.594708,0.64117
0.87257,0.633285,0.63215,0.631126,0.631418,0.595686,0.6521
0.873984,0.641351,0.640009,0.638812,0.639149,0.596664,0.663029
0.875398,0.649417,0.647868,0.646498,0.646881,0.597641,0.673959
0.876812,0.657483,0.655727,0.654184,0.654612,0.598619,0.684889
0.878227,0.665549,0.663586,0.66187,0.662343,0.599597,0.695818
0.879641,0.673615,0.671445,0.669556,0.670074,0.600575,0.706747
0.881055,0.681681,0.679305,0.677243,0.677806,0.601553,0.717678
0.882469,0.689747,0.687164,0.684929,0.685537,0.60253,0.728607
0.883883,0.697813,0.695023,0.692615,0.693269,0.603508,0.739536
0.885298,0.690738,0.688227,0.686038,0.686635,0.604486,0.728609
0.886712,0.683662,0.681432,0.679462,0.680002,0.605464,0.717681
0.888126,0.676586,0.674636,0.672885,0.673368,0.606442,0.706752
0.88954,0.669511,0.66784,0.666309,0.666734,0.60742,0.695824
0.890955,0.662436,0.661044,0.659733,0.660101,0.608398,0.684897
0.892369,0.65536,0.654249,0.653157,0.653467,0.609375,0.673969
0.893783,0.648284,0.647453,0.64658,0.646833,0.610353,0.66304
0.895197,0.641209,0.640657,0.640004,0.6402,0.611331,0.652113
0.896611,0.634133,0.633862,0.633427,0.633566,0.612309,0.641185
0.898026,0.627058,0.627066,0.626851,0.626933,0.613287,0.630257
0.89944,0.619982,0.62027,0.620275,0.620299,0.614265,0.619329
0.900854,0.612907,0.613474,0.613698,0.613665,0.615243,0.608401
0.902268,0.605831,0.606679,0.607122,0.607032,0.616221,0.597473
0.903682,0.598756,0.599883,0.600546,0.600398,0.617198,0.586545
0.905097,0.59168,0.593088,0.593969,0.593765,0.618176,0.575617
0.906511,0.584605,0.586292,0.587393,0.587131,0.619154,0.564689
0.907925,0.577529,0.579496,0.580817,0.580497,0.620132,0.553761
0.909339,0.570454,0.572701,0.57424,0.573864,0.62111,0.542833
0.910754,0.563378,0.565905,0.567664,0.56723,0.622088,0.531905
0.912168,0.556303,0.559109,0.561088,0.560596,0.623066,0.520977
0.913582,0.549227,0.552313,0.554511,0.553963,0.624044,0.510049
0.914996,0.542151,0.545518,0.547935,0.547329,0.625021,0.499121
0.91641,0.535076,0.538722,0.541359,0.540695,0.625999,0.488193
0.917825,0.528,0.531927,0.534782,0.534062,0.626977,0.477265
0.919239,0.520925,0.525131,0.528206,0.527428,0.627955,0.466338
0.920653,0.530973,0.534825,0.537626,0.536921,0.628933,0.481541
0.922067,0.54102,0.544519,0.547046,0.546413,0.629911,0.496743
0.923481,0.551067,0.554212,0.556467,0.555905,0.630889,0.511946
0.924896,0.561115,0.563906,0.565887,0.565397,0.631867,0.527149
0.92631,0.571162,0.573599,0.575307,0.574889,0.632845,0.542351
0.927724,0.58121,0.583293,0.584727,0.584381,0.633823,0.557555
0.929138,0.591257,0.592987,0.594147,0.593873,0.634801,0.572758
0.930553,0.601305,0.602681,0.603568,0.603366,0.635779,0.58796
0.931967,0.611352,0.612374,0.612988,0.612858,0.636757,0.603163
0.933381,0.6214,0.622068,0.622408,0.62235,0.637735,0.618367
0.934795,0.631448,0.631762,0.631828,0.631842,0.638712,0.633569
0.936209,0.641495,0.641456,0.641249,0.641334,0.63969,0.648772
0.937624,0.651542,0.651149,0.650669,0.650826,0.640668,0.663975
0.939038,0.66159,0.660843,0.660089,0.660318,0.641646,0.679177
0.940452,0.671638,0.670537,0.669509,0.669811,0.642624,0.694381
0.941866,0.681685,0.680231,0.67893,0.679303,0.643602,0.709584
0.94328,0.691733,0.689924,0.68835,0.688795,0.64458,0.724786
0.944695,0.70178,0.699618,0.69777,0.698287,0.645558,0.739989
0.946109,0.711828,0.709312,0.70719,0.70778,0.646536,0.755192
0.947523,0.721875,0.719005,0.71661,0.717272,0.647514,0.770395
0.948937,0.731923,0.728699,0.726031,0.726764,0.648492,0.785598
0.950351,0.74197,0.738393,0.735451,0.736256,0.64947,0.8008
0.951766,0.752017,0.748086,0.744871,0.745748,0.650448,0.816003
0.95318,0.762065,0.75778,0.754291,0.75524,0.651426,0.831207
0.954594,0.772113,0.767474,0.763711,0.764732,0.652404,0.846409
0.956008,0.762924,0.758725,0.755299,0.75623,0.653382,0.830355
0.957423,0.753735,0.749976,0.746886,0.747728,0.65436,0.814301
0.958837,0.744546,0.741227,0.738473,0.739226,0.655338,0.798247
0.960251,0.735356,0.732478,0.73006,0.730724,0.656316,0.782192
0.961665,0.726167,0.723729,0.721648,0.722222,0.657294,0.766138
0.963079,0.716978,0.71498,0.713235,0.71372,0.658272,0.750084
0.964494,0.707789,0.706231,0.704822,0.705218,0.65925,0.73403
0.965908,0.698599,0.697482,0.696409,0.696715,0.660228,0.717975
0.967322,0.689411,0.688733,0.687996,0.688213,0.661206,0.701921
0.968736,0.680222,0.679984,0.679584,0.679711,0.662184,0.685867
0.97015,0.671033,0.671235,0.671171,0.671209,0.663162,0.669813
0.971565,0.661844,0.662486,0.662758,0.662707,0.66414,0.653759
0.972979,0.652654,0.653737,0.654345,0.654205,0.665118,0.637704
0.974393,0.643465,0.644988,0.645933,0.645703,0.666096,0.62165
0.975807,0.634276,0.636239,0.63752,0.637201,0.667074,0.605596
0.977222,0.625087,0.62749,0.629107,0.628699,0.668052,0.589542
0.978636,0.615898,0.618741,0.620695,0.620196,0.66903,0.573488
0.98005,0.606708,0.609992,0.612281,0.611694,0.670008,0.557433
0.981464,0.597519,0.601243,0.603869,0.603192,0.670986,0.541379
0.982878,0.58833,0.592494,0.595456,0.59469,0.671964,0.525325
0.984293,0.579141,0.583745,0.587043,0.586188,0.672942,0.509271
0.985707,0.569952,0.574996,0.57863,0.577685,0.67392,0.493216
0.987121,0.560763,0.566247,0.570217,0.569183,0.674898,0.477162
0.988535,0.551574,0.557498,0.561805,0.560681,0.675876,0.461107
0.989949,0.542385,0.548749,0.553392,0.552179,0.676854,0.445053
0.991364,0.554683,0.560504,0.564736,0.563632,0.677832,0.466535
0.992778,0.566981,0.572259,0.576082,0.575087,0.67881,0.488018
0.994192,0.579279,0.584014,0.587426,0.58654,0.679788,0.5095
0.995606,0.591577,0.595769,0.59877,0.597993,0.680766,0.530981
0.997021,0.603875,0.607524,0.610115,0.609447,0.681744,0.552463
0.998435,0.616173,0.619278,0.621459,0.6209,0.682722,0.573945
0.999849,0.628471,0.631034,0.632805,0.632354,0.6837,0.595428
1.00126,0.640769,0.642789,0.644149,0.643807,0.684678,0.61691
1.00268,0.653067,0.654543,0.655494,0.655261,0.685656,0.638391
1.00409,0.665365,0.666298,0.666838,0.666714,0.686634,0.659873
1.00551,0.677664,0.678054,0.678183,0.678168,0.687612,0.681356
1.00692,0.689962,0.689809,0.689528,0.689622,0.688591,0.702838
1.00833,0.702259,0.701563,0.700872,0.701075,0.689569,0.72432
1.00975,0.714557,0.713318,0.712217,0.712528,0.690547,0.745801
1.01116,0.726855,0.725073,0.723561,0.723982,0.691525,0.767283
1.01258,0.739154,0.736828,0.734906,0.735436,0.692503,0.788766
1.01399,0.751452,0.748583,0.746251,0.746889,0.693481,0.810248
1.01541,0.76375,0.760338,0.757595,0.758342,0.694459,0.83173
1.01682,0.776047,0.772093,0.76894,0.769796,0.695437,0.853212
1.01823,0.788346,0.783848,0.780285,0.78125,0.696415,0.874695
1.01965,0.800644,0.795603,0.791629,0.792703,0.697393,0.896176
1.02106,0.812942,0.807358,0.802974,0.804157,0.698371,0.917658
1.02248,0.82524,0.819113,0.814318,0.81561,0.699349,0.93914
1.02389,0.837538,0.830868,0.825663,0.827063,0.700327,0.960622
1.0253,0.849836,0.842622,0.837007,0.838517,0.701305,0.982104
1.02672,0.838325,0.831773,0.826654,0.828035,0.702283,0.958298
1.02813,0.826815,0.820923,0.816301,0.817553,0.703261,0.934493
1.02955,0.815305,0.810073,0.805947,0.807071,0.704239,0.910687
1.03096,0.803794,0.799223,0.795594,0.796589,0.705217,0.886882
1.03238,0.792283,0.788373,0.78524,0.786107,0.706196,0.863075
1.03379,0.780773,0.777523,0.774886,0.775625,0.707174,0.83927
1.0352,0.769263,0.766673,0.764533,0.765143,0.708152,0.815464
1.03662,0.757752,0.755823,0.75418,0.754661,0.70913,0.791659
1.03803,0.746241,0.744973,0.743826,0.744179,0.710108,0.767852
1.03945,0.734731,0.734123,0.733472,0.733697,0.711086,0.744047
1.04086,0.723221,0.723273,0.723119,0.723215,0.712064,0.720241
1.04228,0.71171,0.712423,0.712765,0.712733,0.713042,0.696436
1.04369,0.7002,0.701574,0.702412,0.702251,0.71402,0.67263
1.0451,0.688689,0.690723,0.692058,0.691769,0.714998,0.648824
1.04652,0.677179,0.679873,0.681705,0.681287,0.715976,0.625018
1.04793,0.665668,0.669024,0.671351,0.670805,0.716954,0.601213
1.04935,0.654158,0.658174,0.660998,0.660323,0.717932,0.577407
1.05076,0.642648,0.647324,0.650645,0.649841,0.71891,0.553602
1.05217,0.631136,0.636473,0.64029,0.639359,0.719889,0.529795
1.05359,0.619626,0.625624,0.629937,0.628877,0.720867,0.50599
1.055,0.608116,0.614774,0.619584,0.618395,0.721845,0.482184
1.05642,0.596605,0.603924,0.60923,0.607913,0.722823,0.458379
1.05783,0.585094,0.593074,0.598876,0.59743,0.723801,0.434572
1.05925,0.573584,0.582224,0.588523,0.586949,0.724779,0.410767
1.06066,0.562074,0.571374,0.57817,0.576467,0.725757,0.386961
1.06207,0.576629,0.585135,0.591342,0.589787,0.726735,0.4178
1.06349,0.591184,0.598896,0.604515,0.603107,0.727713,0.448639
1.0649,0.60574,0.612658,0.617689,0.616428,0.728691,0.479479
1.06632,0.620295,0.626419,0.630862,0.629748,0.729669,0.510318
1.06773,0.63485,0.64018,0.644035,0.643068,0.730648,0.541157
1.06915,0.649405,0.653941,0.657208,0.656388,0.731626,0.571996
1.07056,0.66396,0.667703,0.670381,0.669709,0.732604,0.602837
1.07197,0.678515,0.681464,0.683554,0.683029,0.733582,0.633675
1.07339,0.69307,0.695226,0.696727,0.696349,0.73456,0.664514
1.0748,0.707625,0.708987,0.7099,0.709669,0.735538,0.695353
1.07622,0.72218,0.722748,0.723073,0.722989,0.736516,0.726192
1.07763,0.736736,0.73651,0.736247,0.73631,0.737494,0.757033
1.07904,0.751291,0.750271,0.74942,0.74963,0.738472,0.787871
1.08046,0.765846,0.764032,0.762592,0.76295,0.73945,0.81871
1.08187,0.780401,0.777793,0.775765,0.77627,0.740429,0.849549
1.08329,0.794956,0.791554,0.788938,0.78959,0.741407,0.880388
1.0847,0.809512,0.805316,0.802112,0.802911,0.742385,0.911228
1.08612,0.824067,0.819077,0.815285,0.816231,0.743363,0.942067
1.08753,0.838622,0.832838,0.828458,0.829551,0.744341,0.972906
1.08894,0.853177,0.846599,0.841631,0.842871,0.745319,1.00374
1.09036,0.867733,0.860361,0.854804,0.856192,0.746297,1.03459
1.09177,0.882288,0.874122,0.867977,0.869512,0.747275,1.06542
