"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.295571,0.197294,0.1973,0.1973,0.1973,0.197315,0.1973
0.296985,0.198264,0.19827,0.19827,0.198271,0.198285,0.198271
0.298399,0.199235,0.19924,0.199241,0.199241,0.199255,0.199241
0.299813,0.200205,0.200211,0.200212,0.200212,0.200226,0.200212
0.301227,0.201176,0.201182,0.201182,0.201182,0.201197,0.201183
0.302642,0.202147,0.202152,0.202153,0.202153,0.202167,0.202153
0.304056,0.203117,0.203123,0.203124,0.203124,0.203138,0.203124
0.30547,0.204088,0.204094,0.204094,0.204095,0.204109,0.204095
0.306884,0.205059,0.205065,0.205065,0.205065,0.205079,0.205065
0.308299,0.20603,0.206036,0.206036,0.206036,0.20605,0.206036
0.309713,0.207001,0.207006,0.207007,0.207007,0.207021,0.207007
0.311127,0.207972,0.207977,0.207978,0.207978,0.207992,0.207978
0.312541,0.208943,0.208948,0.208949,0.208949,0.208963,0.208949
0.313955,0.209914,0.20992,0.20992,0.20992,0.209934,0.20992
0.31537,0.210885,0.210891,0.210891,0.210891,0.210905,0.210892
0.316784,0.211856,0.211862,0.211862,0.211863,0.211876,0.211863
0.318198,0.212828,0.212833,0.212834,0.212834,0.212847,0.212834
0.319612,0.213799,0.213804,0.213805,0.213805,0.213819,0.213805
0.321026,0.21477,0.214776,0.214776,0.214776,0.21479,0.214777
0.322441,0.215742,0.215747,0.215748,0.215748,0.215762,0.215748
0.323855,0.216713,0.216719,0.216719,0.216719,0.216733,0.216719
0.325269,0.217685,0.21769,0.21769,0.217691,0.217704,0.217691
0.326683,0.218656,0.218662,0.218662,0.218662,0.218676,0.218662
0.328098,0.219628,0.219633,0.219634,0.219634,0.219647,0.219634
0.329512,0.2206,0.220605,0.220605,0.220605,0.220619,0.220606
0.330926,0.221571,0.221576,0.221577,0.221577,0.221591,0.221577
0.33234,0.222543,0.222548,0.222549,0.222549,0.222562,0.222549
0.333754,0.223515,0.22352,0.22352,0.223521,0.223534,0.223521
0.335169,0.224487,0.224492,0.224492,0.224492,0.224506,0.224493
0.336583,0.225458,0.225464,0.225464,0.225464,0.225478,0.225464
0.337997,0.22643,0.226436,0.226436,0.226436,0.226449,0.226436
0.339411,0.227402,0.227407,0.227408,0.227408,0.227421,0.227408
0.340825,0.228374,0.228379,0.22838,0.22838,0.228393,0.22838
0.34224,0.229346,0.229352,0.229352,0.229352,0.229365,0.229352
0.343654,0.230318,0.230324,0.230324,0.230324,0.230337,0.230324
0.345068,0.231291,0.231296,0.231296,0.231296,0.231309,0.231296
0.346482,0.232263,0.232268,0.232268,0.232268,0.232282,0.232268
0.347897,0.233235,0.23324,0.233241,0.233241,0.233254,0.233241
0.349311,0.234207,0.234212,0.234213,0.234213,0.234226,0.234213
0.350725,0.23518,0.235185,0.235185,0.235185,0.235198,0.235185
0.352139,0.236152,0.236157,0.236157,0.236158,0.236171,0.236158
0.353553,0.237124,0.237129,0.23713,0.23713,0.237143,0.23713
0.354968,0.238097,0.238102,0.238102,0.238102,0.238115,0.238102
0.356382,0.239069,0.239074,0.239075,0.239075,0.239088,0.239075
0.357796,0.240042,0.240047,0.240047,0.240047,0.24006,0.240047
0.35921,0.241014,0.241019,0.24102,0.24102,0.241033,0.24102
0.360624,0.241987,0.241992,0.241992,0.241992,0.242005,0.241992
0.362039,0.24296,0.242964,0.242965,0.242965,0.242978,0.242965
0.363453,0.243932,0.243937,0.243938,0.243938,0.243951,0.243938
0.364867,0.244905,0.24491,0.24491,0.24491,0.244923,0.24491
