"arc_length","N=0","N=1","N=2","N=3"
0,0,0,0,0
0.00141421,0.000336495,0.00030093,0.00028093,0.000267467
0.00282843,0.000672991,0.000601861,0.000561861,0.000534933
0.00424264,0.00100949,0.000902791,0.000842791,0.0008024
0.00565685,0.00134598,0.00120372,0.00112372,0.00106987
0.00707107,0.00168248,0.00150465,0.00140465,0.00133733
0.00848528,0.00186686,0.0015797,0.00141926,0.00131179
0.0098995,0.00205124,0.00165475,0.00143387,0.00128625
0.0113137,0.00223563,0.00172979,0.00144849,0.00126071
0.0127279,0.00242001,0.00180484,0.0014631,0.00123517
0.0141421,0.00260439,0.00187989,0.00147771,0.00120963
0.0155563,0.00268563,0.00185822,0.00141752,0.00113354
0.0169706,0.00276687,0.00183655,0.00135734,0.00105746
0.0183848,0.00284811,0.00181489,0.00129715,0.000981369
0.019799,0.00292935,0.00179322,0.00123697,0.000905282
0.0212132,0.00301059,0.00177155,0.00117679,0.000829195
0.0226274,0.00303793,0.00172513,0.0011183,0.000774257
0.0240416,0.00306527,0.00167871,0.00105981,0.000719319
0.0254558,0.00309261,0.00163229,0.00100132,0.000664381
0.0268701,0.00311994,0.00158587,0.000942834,0.000609443
0.0282843,0.00314728,0.00153945,0.000884345,0.000554505
0.0296985,0.00314877,0.00149493,0.000843571,0.00052422
0.0311127,0.00315026,0.00145041,0.000802796,0.000493936
0.0325269,0.00315175,0.00140589,0.000762022,0.000463651
0.0339411,0.00315324,0.00136137,0.000721248,0.000433366
0.0353553,0.00315473,0.00131685,0.000680473,0.000403082
0.0367696,0.00314471,0.0012811,0.000654884,0.000387712
0.0381838,0.00313468,0.00124535,0.000629295,0.000372342
0.039598,0.00312466,0.0012096,0.000603706,0.000356972
0.0410122,0.00311463,0.00117385,0.000578117,0.000341601
0.0424264,0.0031046,0.00113809,0.000552528,0.000326231
0.0438406,0.00309005,0.00111098,0.000536637,0.000317915
0.0452548,0.00307549,0.00108388,0.000520745,0.000309599
0.046669,0.00306094,0.00105677,0.000504854,0.000301283
0.0480833,0.00304638,0.00102966,0.000488962,0.000292966
0.0494975,0.00303183,0.00100255,0.000473071,0.00028465
0.0509117,0.00301602,0.000982155,0.00046264,0.000279164
0.0523259,0.00300021,0.00096176,0.00045221,0.000273679
0.0537401,0.0029844,0.000941364,0.000441779,0.000268193
0.0551543,0.00296859,0.000920969,0.000431348,0.000262707
0.0565685,0.00295278,0.000900574,0.000420918,0.000257221
0.0579828,0.00293717,0.000884954,0.00041339,0.000252763
0.059397,0.00292156,0.000869335,0.000405862,0.000248304
0.0608112,0.00290596,0.000853716,0.000398334,0.000243846
0.0622254,0.00289035,0.000838096,0.000390806,0.000239387
0.0636396,0.00287474,0.000822477,0.000383278,0.000234928
0.0650538,0.00285993,0.000810149,0.000377293,0.000230892
0.066468,0.00284512,0.000797822,0.000371308,0.000226856
0.0678823,0.0028303,0.000785494,0.000365324,0.000222819
0.0692965,0.00281549,0.000773166,0.000359339,0.000218783
0.0707107,0.00280068,0.000760839,0.000353355,0.000214747
0.0721249,0.00278685,0.000750779,0.00034825,0.000211004
0.0735391,0.00277301,0.000740719,0.000343146,0.000207262
0.0749533,0.00275918,0.000730659,0.000338042,0.000203519
0.0763675,0.00274535,0.000720599,0.000332938,0.000199777
0.0777817,0.00273152,0.000710539,0.000327833,0.000196034
0.079196,0.00271867,0.000702072,0.000323305,0.000192596
0.0806102,0.00270583,0.000693605,0.000318776,0.000189159
0.0820244,0.00269299,0.000685138,0.000314247,0.000185721
0.0834386,0.00268015,0.000676671,0.000309718,0.000182283
0.0848528,0.0026673,0.000668204,0.00030519,0.000178845
0.086267,0.00265539,0.000660893,0.000301099,0.000175734
0.0876812,0.00264347,0.000653581,0.000297009,0.000172624
0.0890955,0.00263156,0.00064627,0.000292918,0.000169514
0.0905097,0.00261964,0.000638958,0.000288828,0.000166403
0.0919239,0.00260773,0.000631647,0.000284737,0.000163293
0.0933381,0.00259666,0.000625206,0.000281018,0.000160512
0.0947523,0.00258558,0.000618766,0.000277299,0.000157731
0.0961665,0.00257451,0.000612325,0.00027358,0.00015495
0.0975807,0.00256344,0.000605885,0.000269861,0.00015217
0.0989949,0.00255236,0.000599444,0.000266142,0.000149389
0.100409,0.00254205,0.000593686,0.000262755,0.000146919
0.101823,0.00253173,0.000587927,0.000259368,0.00014445
0.103238,0.00252141,0.000582168,0.000255982,0.00014198
0.104652,0.00251109,0.00057641,0.000252595,0.00013951
0.106066,0.00250077,0.000570651,0.000249208,0.000137041
0.10748,0.00249113,0.000565445,0.000246122,0.000134852
0.108894,0.00248148,0.000560239,0.000243036,0.000132663
0.110309,0.00247184,0.000555033,0.000239951,0.000130475
0.111723,0.00246219,0.000549827,0.000236865,0.000128286
0.113137,0.00245254,0.000544621,0.00023378,0.000126098
0.114551,0.0024435,0.000539876,0.000230968,0.000124156
0.115966,0.00243446,0.00053513,0.000228156,0.000122215
0.11738,0.00242541,0.000530385,0.000225344,0.000120273
0.118794,0.00241637,0.00052564,0.000222531,0.000118332
0.120208,0.00240732,0.000520894,0.000219719,0.00011639
0.121622,0.00239882,0.000516541,0.000217154,0.000114663
0.123037,0.00239031,0.000512188,0.000214589,0.000112936
0.124451,0.00238181,0.000507835,0.000212024,0.000111208
0.125865,0.0023733,0.000503482,0.000209459,0.000109481
0.127279,0.00236479,0.000499128,0.000206894,0.000107753
0.128693,0.00235677,0.000495115,0.00020455,0.00010621
0.130108,0.00234875,0.000491102,0.000202207,0.000104667
0.131522,0.00234073,0.000487089,0.000199864,0.000103124
0.132936,0.00233271,0.000483075,0.00019752,0.000101581
0.13435,0.00232469,0.000479062,0.000195177,0.000100038
0.135765,0.0023171,0.000475347,0.000193032,9.86533e-05
0.137179,0.00230952,0.000471632,0.000190887,9.72689e-05
0.138593,0.00230193,0.000467916,0.000188742,9.58844e-05
0.140007,0.00229435,0.000464201,0.000186598,9.44999e-05
0.141421,0.00228676,0.000460486,0.000184453,9.31154e-05
0.142836,0.00227957,0.000457035,0.000182485,9.18679e-05
0.14425,0.00227238,0.000453583,0.000180518,9.06204e-05
0.145664,0.0022652,0.000450132,0.000178551,8.93729e-05
0.147078,0.00225801,0.000446681,0.000176583,8.81254e-05
0.148492,0.00225082,0.00044323,0.000174616,8.6878e-05
