"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.453963,0.366461,0.368496,0.368337,0.367976,0.308159,0.343155
0.455377,0.376358,0.377909,0.377774,0.377531,0.30913,0.364108
0.456791,0.386255,0.387323,0.387211,0.387087,0.310101,0.385062
0.458205,0.396151,0.396737,0.396648,0.396642,0.311072,0.406016
0.459619,0.406048,0.40615,0.406085,0.406198,0.312043,0.426969
0.461034,0.415945,0.415564,0.415523,0.415754,0.313014,0.447923
0.462448,0.425841,0.424978,0.42496,0.425309,0.313985,0.468876
0.463862,0.435738,0.434392,0.434397,0.434865,0.314956,0.48983
0.465276,0.445635,0.443806,0.443834,0.44442,0.315927,0.510784
0.46669,0.455532,0.45322,0.453271,0.453976,0.316898,0.531738
0.468105,0.465429,0.462633,0.462708,0.463532,0.317869,0.552691
0.469519,0.475325,0.472047,0.472145,0.473087,0.31884,0.573645
0.470933,0.485222,0.481461,0.481583,0.482643,0.319811,0.594599
0.472347,0.495119,0.490875,0.49102,0.492198,0.320782,0.615552
0.473762,0.505016,0.500288,0.500457,0.501754,0.321753,0.636506
0.475176,0.514912,0.509702,0.509894,0.51131,0.322724,0.657459
0.47659,0.524809,0.519116,0.519331,0.520865,0.323695,0.678413
0.478004,0.534706,0.52853,0.528768,0.530421,0.324666,0.699367
0.479418,0.544602,0.537943,0.538205,0.539976,0.325637,0.72032
0.480833,0.554499,0.547357,0.547643,0.549532,0.326608,0.741274
0.482247,0.564396,0.556771,0.55708,0.559088,0.327579,0.762228
0.483661,0.574293,0.566185,0.566517,0.568643,0.32855,0.783182
0.485075,0.584189,0.575599,0.575954,0.578199,0.329521,0.804135
0.486489,0.594086,0.585012,0.585391,0.587755,0.330492,0.825089
0.487904,0.603983,0.594426,0.594829,0.59731,0.331463,0.846042
0.489318,0.61388,0.60384,0.604266,0.606866,0.332434,0.866996
0.490732,0.623777,0.613254,0.613703,0.616421,0.333405,0.88795
0.492146,0.633673,0.622667,0.62314,0.625977,0.334376,0.908903
0.493561,0.64357,0.632081,0.632577,0.635533,0.335346,0.929857
0.494975,0.653467,0.641495,0.642014,0.645088,0.336317,0.950811
0.496389,0.645095,0.633648,0.63414,0.637085,0.33729,0.929806
0.497803,0.636724,0.625801,0.626267,0.629082,0.338263,0.908802
0.499217,0.628353,0.617954,0.618393,0.62108,0.339235,0.887798
0.500632,0.619982,0.610107,0.610519,0.613077,0.340208,0.866794
0.502046,0.611611,0.60226,0.602645,0.605074,0.34118,0.84579
0.50346,0.60324,0.594413,0.594771,0.597071,0.342153,0.824785
0.504874,0.594869,0.586567,0.586898,0.589068,0.343126,0.803781
0.506288,0.586498,0.57872,0.579024,0.581065,0.344098,0.782777
0.507703,0.578126,0.570873,0.57115,0.573063,0.345071,0.761773
0.509117,0.569755,0.563026,0.563276,0.56506,0.346043,0.740768
0.510531,0.561384,0.555179,0.555402,0.557057,0.347016,0.719764
0.511945,0.553013,0.547332,0.547529,0.549054,0.347989,0.69876
0.51336,0.544642,0.539485,0.539655,0.541051,0.348961,0.677756
0.514774,0.536271,0.531638,0.531781,0.533048,0.349934,0.656752
0.516188,0.5279,0.523791,0.523907,0.525045,0.350906,0.635747
0.517602,0.519528,0.515944,0.516033,0.517043,0.351879,0.614743
0.519016,0.511157,0.508097,0.508159,0.50904,0.352852,0.593739
0.520431,0.502786,0.50025,0.500286,0.501037,0.353824,0.572735
0.521845,0.494415,0.492403,0.492412,0.493034,0.354797,0.551731
0.523259,0.486044,0.484556,0.484538,0.485031,0.355769,0.530726
0.524673,0.477673,0.47671,0.476664,0.477029,0.356742,0.509722
0.526087,0.469302,0.468862,0.46879,0.469026,0.357715,0.488718
0.527502,0.460931,0.461016,0.460917,0.461023,0.358687,0.467714
0.528916,0.452559,0.453169,0.453043,0.45302,0.35966,0.446709
0.53033,0.444188,0.445322,0.445169,0.445017,0.360632,0.425705
0.531744,0.435817,0.437475,0.437295,0.437014,0.361605,0.404701
0.533159,0.427446,0.429628,0.429421,0.429011,0.362578,0.383697
0.534573,0.419075,0.421781,0.421548,0.421009,0.36355,0.362693
0.535987,0.410704,0.413934,0.413674,0.413006,0.364523,0.341688
0.537401,0.402333,0.406087,0.4058,0.405003,0.365495,0.320684
0.538815,0.393961,0.39824,0.397926,0.397,0.366468,0.29968
0.54023,0.38559,0.390393,0.390052,0.388997,0.367441,0.278676
0.541644,0.377219,0.382546,0.382179,0.380995,0.368413,0.257672
0.543058,0.368848,0.374699,0.374305,0.372992,0.369386,0.236667
