"arc_length","N=0","N=1","N=2","N=3"
0.384666,0.16742,0.17284,0.178231,0.183681
0.38608,0.167123,0.173217,0.178712,0.184169
0.387495,0.166827,0.173595,0.179194,0.184656
0.388909,0.16653,0.173972,0.179675,0.185144
0.390323,0.166233,0.174349,0.180156,0.185632
0.391737,0.165937,0.174726,0.180638,0.186119
0.393151,0.16564,0.175103,0.181119,0.186607
0.394566,0.165343,0.17548,0.181601,0.187095
0.39598,0.165047,0.175857,0.182082,0.187583
0.397394,0.16475,0.176235,0.182563,0.18807
0.398808,0.164453,0.176612,0.183045,0.188558
0.400222,0.164157,0.176989,0.183526,0.189046
0.401637,0.16386,0.177366,0.184008,0.189534
0.403051,0.163564,0.177743,0.184489,0.190021
0.404465,0.163267,0.17812,0.18497,0.190509
0.405879,0.16297,0.178497,0.185452,0.190997
0.407293,0.162674,0.178874,0.185933,0.191484
0.408708,0.162377,0.179252,0.186415,0.191972
0.410122,0.16208,0.179629,0.186896,0.19246
0.411536,0.161784,0.180006,0.187377,0.192948
0.41295,0.161487,0.180383,0.187859,0.193435
0.414365,0.16119,0.18076,0.18834,0.193923
0.415779,0.160894,0.181137,0.188822,0.194411
0.417193,0.160597,0.181514,0.189303,0.194899
0.418607,0.160301,0.181892,0.189784,0.195386
0.420021,0.160004,0.182269,0.190266,0.195874
0.421436,0.159707,0.182646,0.190747,0.196362
0.42285,0.159411,0.183023,0.191229,0.196849
0.424264,0.159114,0.1834,0.19171,0.197337
0.425678,0.160038,0.18372,0.192026,0.197701
0.427092,0.160961,0.18404,0.192342,0.198064
0.428507,0.161885,0.184359,0.192659,0.198428
0.429921,0.162809,0.184679,0.192975,0.198791
0.431335,0.163733,0.184999,0.193291,0.199155
0.432749,0.164656,0.185318,0.193607,0.199518
0.434164,0.16558,0.185638,0.193923,0.199882
0.435578,0.166504,0.185958,0.19424,0.200245
0.436992,0.167427,0.186278,0.194556,0.200609
0.438406,0.168351,0.186597,0.194872,0.200972
0.43982,0.169275,0.186917,0.195188,0.201336
0.441235,0.170199,0.187237,0.195505,0.201699
0.442649,0.171122,0.187556,0.195821,0.202063
0.444063,0.172046,0.187876,0.196137,0.202426
0.445477,0.17297,0.188196,0.196453,0.20279
0.446892,0.173894,0.188516,0.196769,0.203153
0.448306,0.174817,0.188835,0.197086,0.203517
0.44972,0.175741,0.189155,0.197402,0.20388
0.451134,0.176665,0.189475,0.197718,0.204244
0.452548,0.177588,0.189794,0.198034,0.204607
0.453963,0.178512,0.190114,0.19835,0.204971
0.455377,0.179436,0.190434,0.198667,0.205334
0.456791,0.18036,0.190754,0.198983,0.205698
0.458205,0.181283,0.191073,0.199299,0.206061
0.459619,0.182207,0.191393,0.199615,0.206425
0.461034,0.183131,0.191713,0.199931,0.206788
0.462448,0.184054,0.192032,0.200248,0.207151
0.463862,0.184978,0.192352,0.200564,0.207515
0.465276,0.185902,0.192672,0.20088,0.207878
0.46669,0.186826,0.192992,0.201196,0.208242
0.468105,0.187749,0.193311,0.201513,0.208605
0.469519,0.188673,0.193631,0.201829,0.208969
0.470933,0.189597,0.193951,0.202145,0.209332
0.472347,0.19052,0.19427,0.202461,0.209696
0.473762,0.191444,0.19459,0.202777,0.210059
0.475176,0.192368,0.19491,0.203094,0.210423
0.47659,0.193292,0.19523,0.20341,0.210786
0.478004,0.194215,0.195549,0.203726,0.21115
0.479418,0.195139,0.195869,0.204042,0.211513
0.480833,0.196063,0.196189,0.204358,0.211877
0.482247,0.196986,0.196508,0.204675,0.21224
0.483661,0.19791,0.196828,0.204991,0.212604
0.485075,0.198834,0.197148,0.205307,0.212967
0.486489,0.199758,0.197468,0.205623,0.213331
0.487904,0.200681,0.197787,0.205939,0.213694
0.489318,0.201605,0.198107,0.206256,0.214058
0.490732,0.202529,0.198427,0.206572,0.214421
0.492146,0.203452,0.198746,0.206888,0.214785
0.493561,0.204376,0.199066,0.207204,0.215148
0.494975,0.2053,0.199386,0.207521,0.215512
0.496389,0.205166,0.199868,0.207977,0.215928
0.497803,0.205031,0.20035,0.208433,0.216345
0.499217,0.204897,0.200832,0.208889,0.216761
0.500632,0.204763,0.201314,0.209345,0.217178
0.502046,0.204628,0.201796,0.209801,0.217594
0.50346,0.204494,0.202279,0.210257,0.21801
0.504874,0.20436,0.202761,0.210713,0.218427
0.506288,0.204225,0.203243,0.211169,0.218843
0.507703,0.204091,0.203725,0.211625,0.21926
0.509117,0.203957,0.204207,0.212082,0.219676
0.510531,0.203822,0.204689,0.212538,0.220093
0.511945,0.203688,0.205171,0.212994,0.220509
0.51336,0.203554,0.205654,0.21345,0.220925
0.514774,0.203419,0.206136,0.213906,0.221342
0.516188,0.203285,0.206618,0.214362,0.221758
0.517602,0.203151,0.2071,0.214818,0.222175
0.519016,0.203016,0.207582,0.215274,0.222591
0.520431,0.202882,0.208064,0.21573,0.223008
0.521845,0.202747,0.208546,0.216187,0.223424
0.523259,0.202613,0.209029,0.216643,0.22384
0.524673,0.202479,0.209511,0.217099,0.224257
0.526087,0.202344,0.209993,0.217555,0.224673
0.527502,0.20221,0.210475,0.218011,0.22509
0.528916,0.202076,0.210957,0.218467,0.225506
0.53033,0.201941,0.211439,0.218923,0.225923
0.531744,0.201807,0.211921,0.219379,0.226339
0.533159,0.201673,0.212404,0.219835,0.226755
0.534573,0.201538,0.212886,0.220292,0.227172
0.535987,0.201404,0.213368,0.220748,0.227588
0.537401,0.20127,0.21385,0.221204,0.228005
0.538815,0.201135,0.214332,0.22166,0.228421
0.54023,0.201001,0.214814,0.222116,0.228837
0.541644,0.200867,0.215296,0.222572,0.229254
0.543058,0.200732,0.215778,0.223028,0.22967
0.544472,0.200598,0.216261,0.223484,0.230087
0.545886,0.200464,0.216743,0.22394,0.230503
0.547301,0.200329,0.217225,0.224396,0.23092
0.548715,0.200195,0.217707,0.224853,0.231336
0.550129,0.200061,0.218189,0.225309,0.231752
0.551543,0.199926,0.218671,0.225765,0.232169
0.552958,0.199792,0.219153,0.226221,0.232585
0.554372,0.199658,0.219636,0.226677,0.233002
0.555786,0.199523,0.220118,0.227133,0.233418
0.5572,0.199389,0.2206,0.227589,0.233835
0.558614,0.199255,0.221082,0.228045,0.234251
0.560029,0.19912,0.221564,0.228501,0.234667
0.561443,0.198986,0.222046,0.228958,0.235084
0.562857,0.198852,0.222528,0.229414,0.2355
0.564271,0.198717,0.223011,0.22987,0.235917
0.565685,0.198583,0.223493,0.230326,0.236333
0.5671,0.199612,0.223937,0.230876,0.236969
0.568514,0.200641,0.224381,0.231426,0.237604
0.569928,0.20167,0.224825,0.231976,0.238239
0.571342,0.202699,0.225269,0.232525,0.238875
0.572756,0.203728,0.225714,0.233075,0.23951
0.574171,0.204758,0.226158,0.233625,0.240145
0.575585,0.205787,0.226602,0.234175,0.240781
0.576999,0.206816,0.227046,0.234725,0.241416
0.578413,0.207845,0.22749,0.235275,0.242052
0.579828,0.208874,0.227934,0.235825,0.242687
0.581242,0.209903,0.228379,0.236375,0.243322
0.582656,0.210932,0.228823,0.236925,0.243958
0.58407,0.211961,0.229267,0.237475,0.244593
0.585484,0.21299,0.229711,0.238024,0.245229
0.586899,0.214019,0.230155,0.238574,0.245864
0.588313,0.215048,0.2306,0.239124,0.246499
0.589727,0.216078,0.231044,0.239674,0.247135
0.591141,0.217107,0.231488,0.240224,0.24777
0.592555,0.218136,0.231932,0.240774,0.248406
0.59397,0.219165,0.232376,0.241324,0.249041
0.595384,0.220194,0.23282,0.241874,0.249676
0.596798,0.221223,0.233265,0.242424,0.250312
0.598212,0.222252,0.233709,0.242974,0.250947
0.599627,0.223281,0.234153,0.243523,0.251582
0.601041,0.22431,0.234597,0.244073,0.252218
0.602455,0.225339,0.235041,0.244623,0.252853
0.603869,0.226368,0.235485,0.245173,0.253489
0.605283,0.227397,0.23593,0.245723,0.254124
0.606698,0.228427,0.236374,0.246273,0.254759
0.608112,0.229456,0.236818,0.246823,0.255395
0.609526,0.230485,0.237262,0.247373,0.25603
0.61094,0.231514,0.237706,0.247923,0.256666
0.612354,0.232543,0.238151,0.248473,0.257301
0.613769,0.233572,0.238595,0.249022,0.257936
0.615183,0.234601,0.239039,0.249572,0.258572
0.616597,0.23563,0.239483,0.250122,0.259207
0.618011,0.236659,0.239927,0.250672,0.259843
0.619426,0.237688,0.240371,0.251222,0.260478
0.62084,0.238717,0.240816,0.251772,0.261113
0.622254,0.239746,0.24126,0.252322,0.261749
0.623668,0.240776,0.241704,0.252872,0.262384
